,observed_value,prediction,classifier,name_short,matrix,polarity,fold,iter_index
13663,False,False,MLP,Niacinamide,NOR,negative,5,3
13664,False,False,MLP,Nicotinamide riboside,NOR,negative,5,3
13665,False,True,MLP,Nicotinamide ribotide,NOR,negative,5,3
13666,True,True,MLP,Orotic acid,NOR,negative,6,3
13667,True,True,MLP,Oxidized glutathione,NOR,negative,6,3
13668,True,True,MLP,PA 16:0-18:1,NOR,negative,6,3
13669,True,True,MLP,PC 15:0-18:1,NOR,negative,6,3
13670,True,False,MLP,PE 18:0-20:4,NOR,negative,6,3
13671,True,True,MLP,PG 16:0-18:1,NOR,negative,6,3
13672,True,True,MLP,PI 16:0-18:1,NOR,negative,6,3
13673,True,True,MLP,PI(5)P 18:1,NOR,negative,6,3
13674,True,True,MLP,PS (POPS) 16:0-18:1,NOR,negative,6,3
13675,True,False,MLP,Palmitoyl-CoA,NOR,negative,6,3
13676,True,True,MLP,Pantetheine,NOR,negative,6,3
13677,False,False,MLP,Nicotinic acid,NOR,negative,6,3
13678,False,True,MLP,Oxalacetic acid,NOR,negative,6,3
13679,False,True,MLP,PC (O) C16-18:1,NOR,negative,6,3
13680,False,False,MLP,Phosphocreatine,NOR,negative,6,3
13681,True,True,MLP,Pantothenic acid,NOR,negative,7,3
13682,True,False,MLP,Phenylalanine,NOR,negative,7,3
13683,True,True,MLP,Phosphoenolpyruvic acid,NOR,negative,7,3
13684,True,False,MLP,Proline,NOR,negative,7,3
13685,True,True,MLP,Prostaglandin E1,NOR,negative,7,3
13686,True,True,MLP,Pyridoxine,NOR,negative,7,3
13687,True,True,MLP,Quinolinic acid,NOR,negative,7,3
13688,True,False,MLP,Riboflavin,NOR,negative,7,3
13689,True,True,MLP,Ribulose,NOR,negative,7,3
13690,True,False,MLP,Ribulose 5-phosphate,NOR,negative,7,3
13691,True,False,MLP,SM d18:1-16:0,NOR,negative,7,3
13692,False,True,MLP,Phylloquinone,NOR,negative,7,3
13693,False,True,MLP,Propionylcarnitine,NOR,negative,7,3
13694,False,False,MLP,Putrescine,NOR,negative,7,3
13695,False,True,MLP,Pyruvic acid,NOR,negative,7,3
13696,True,True,MLP,Serine,NOR,negative,8,3
13697,True,False,MLP,Serotonin,NOR,negative,8,3
13698,True,False,MLP,Succinic acid,NOR,negative,8,3
13699,True,False,MLP,Sulfo GalCer 18:0(2S-OH),NOR,negative,8,3
13700,True,True,MLP,Taurine,NOR,negative,8,3
13701,True,True,MLP,Taurocholic acid,NOR,negative,8,3
13702,True,False,MLP,Tetrahydrofolic acid,NOR,negative,8,3
13703,True,True,MLP,Thymine,NOR,negative,8,3
13704,True,True,MLP,Tryptophan,NOR,negative,8,3
13705,True,False,MLP,Uracil,NOR,negative,8,3
13706,True,True,MLP,Ureidosuccinic acid,NOR,negative,8,3
13707,False,False,MLP,Retinoic acid,NOR,negative,8,3
13708,False,True,MLP,S-Adenosylhomocysteine,NOR,negative,8,3
13709,False,True,MLP,S-Adenosylmethionine,NOR,negative,8,3
13710,False,False,MLP,Spermidine,NOR,negative,8,3
13711,True,True,MLP,Uric acid,NOR,negative,9,3
13712,True,False,MLP,Uridine,NOR,negative,9,3
13713,True,True,MLP,Uridine diphosphate,NOR,negative,9,3
13714,True,False,MLP,Uridine diphosphate glucose,NOR,negative,9,3
13715,True,True,MLP,Uridine diphosphate glucuronic acid,NOR,negative,9,3
13716,True,False,MLP,Uridine diphosphate-N-acetylglucosamine,NOR,negative,9,3
13717,True,True,MLP,Urocanic acid,NOR,negative,9,3
13718,True,False,MLP,Xanthine,NOR,negative,9,3
13719,True,True,MLP,cis-Aconitic acid,NOR,negative,9,3
13720,True,True,MLP,gamma-Aminobutyric acid,NOR,negative,9,3
13721,True,False,MLP,myo-Inositol,NOR,negative,9,3
13722,False,True,MLP,Thiamine,NOR,negative,9,3
13723,False,True,MLP,Tyrosine,NOR,negative,9,3
13724,False,True,MLP,Valine,NOR,negative,9,3
13725,False,False,MLP,alpha-tocopherol,NOR,negative,9,3
13726,True,False,MLP,4-Hydroxyproline,NOR,positive,0,3
13727,True,False,MLP,5-Hydroxyindoleacetic acid,NOR,positive,0,3
13728,True,False,MLP,Acetyl-CoA,NOR,positive,0,3
13729,True,False,MLP,Acetylcarnitine,NOR,positive,0,3
13730,True,False,MLP,Acetylcholine,NOR,positive,0,3
13731,True,False,MLP,Adenosine diphosphate,NOR,positive,0,3
13732,True,True,MLP,Adenosine monophosphate,NOR,positive,0,3
13733,True,False,MLP,Agmatine,NOR,positive,0,3
13734,True,False,MLP,Arginine,NOR,positive,0,3
13735,True,True,MLP,Argininosuccinic acid,NOR,positive,0,3
13736,False,True,MLP,2-Oxoglutaric acid,NOR,positive,0,3
13737,False,True,MLP,3-Hydroxyanthranilic acid,NOR,positive,0,3
13738,False,True,MLP,3-Hydroxymethylglutaric acid,NOR,positive,0,3
13739,False,True,MLP,3-Phosphoglyceric acid,NOR,positive,0,3
13740,False,True,MLP,"4,5-Dihydroorotic acid",NOR,positive,0,3
13741,False,False,MLP,6-Phosphogluconic acid,NOR,positive,0,3
13742,False,False,MLP,Acetoacetic acid,NOR,positive,0,3
13743,True,False,MLP,Asparagine,NOR,positive,1,3
13744,True,True,MLP,CAR 16:0,NOR,positive,1,3
13745,True,True,MLP,Cardiolipin 18:1,NOR,positive,1,3
13746,True,False,MLP,Carnitine,NOR,positive,1,3
13747,True,False,MLP,Carnosine,NOR,positive,1,3
13748,True,False,MLP,Cer d8:1/22:0 Cer,NOR,positive,1,3
13749,True,False,MLP,Cholesteryl ester 17:0,NOR,positive,1,3
13750,True,False,MLP,Cholic acid,NOR,positive,1,3
13751,True,True,MLP,Choline,NOR,positive,1,3
13752,True,True,MLP,Citric acid,NOR,positive,1,3
13753,False,False,MLP,Adenine,NOR,positive,1,3
13754,False,True,MLP,Ascorbic acid,NOR,positive,1,3
13755,False,True,MLP,Aspartic acid,NOR,positive,1,3
13756,False,False,MLP,Biotin,NOR,positive,1,3
13757,False,True,MLP,Butyric acid,NOR,positive,1,3
13758,False,False,MLP,Cholecalciferol,NOR,positive,1,3
13759,False,False,MLP,Cholesterol,NOR,positive,1,3
13760,True,True,MLP,Citrulline,NOR,positive,2,3
13761,True,False,MLP,Creatine,NOR,positive,2,3
13762,True,False,MLP,Creatinine,NOR,positive,2,3
13763,True,False,MLP,Cyclic adenosine monophosphate,NOR,positive,2,3
13764,True,True,MLP,Cysteine,NOR,positive,2,3
13765,True,False,MLP,Cytidine,NOR,positive,2,3
13766,True,False,MLP,Cytidine monophosphate,NOR,positive,2,3
13767,True,True,MLP,Cytosine,NOR,positive,2,3
13768,True,False,MLP,Dopamine,NOR,positive,2,3
13769,True,True,MLP,Flavin adenine dinucleotide,NOR,positive,2,3
13770,False,False,MLP,Cholesteryl acetate,NOR,positive,2,3
13771,False,True,MLP,Coenzyme A,NOR,positive,2,3
13772,False,False,MLP,Cystine,NOR,positive,2,3
13773,False,False,MLP,DG 18:0-22:6,NOR,positive,2,3
13774,False,True,MLP,Dihydroxyacetone,NOR,positive,2,3
13775,False,True,MLP,Dihydroxyacetone phosphate,NOR,positive,2,3
13776,False,False,MLP,Epinephrine,NOR,positive,2,3
13777,True,False,MLP,Flavin mononucleotide,NOR,positive,3,3
13778,True,False,MLP,Folic acid,NOR,positive,3,3
13779,True,True,MLP,"Fructose 1,6-bisphosphate",NOR,positive,3,3
13780,True,False,MLP,GM3 Ganglioside 18:0,NOR,positive,3,3
13781,True,False,MLP,GlcCer d18:1/18:0,NOR,positive,3,3
13782,True,False,MLP,Glucosamine,NOR,positive,3,3
13783,True,True,MLP,Glucosyl cholesterol,NOR,positive,3,3
13784,True,False,MLP,Glutamic acid,NOR,positive,3,3
13785,True,False,MLP,Glutathione,NOR,positive,3,3
13786,True,False,MLP,Glycerophosphocholine,NOR,positive,3,3
13787,False,False,MLP,Estradiol,NOR,positive,3,3
13788,False,False,MLP,Fumaric acid,NOR,positive,3,3
13789,False,True,MLP,Gluconic acid,NOR,positive,3,3
13790,False,True,MLP,Glucosamine 6-phosphate,NOR,positive,3,3
13791,False,True,MLP,Glucose,NOR,positive,3,3
13792,False,True,MLP,Glucose 6-phosphate,NOR,positive,3,3
13793,False,False,MLP,Glutamine,NOR,positive,3,3
13794,True,False,MLP,Guanine,NOR,positive,4,3
13795,True,False,MLP,Histamine,NOR,positive,4,3
13796,True,False,MLP,Histidine,NOR,positive,4,3
13797,True,False,MLP,Hypoxanthine,NOR,positive,4,3
13798,True,False,MLP,L-Dopa,NOR,positive,4,3
13799,True,False,MLP,Lyso PA 18:1,NOR,positive,4,3
13800,True,False,MLP,Lyso PC 15:0,NOR,positive,4,3
13801,True,False,MLP,Lyso PE 18:0,NOR,positive,4,3
13802,True,False,MLP,Lyso PG 16:0,NOR,positive,4,3
13803,True,False,MLP,Lyso PI 17:1,NOR,positive,4,3
13804,False,False,MLP,Glycerol 3-phosphate,NOR,positive,4,3
13805,False,False,MLP,Glycine,NOR,positive,4,3
13806,False,False,MLP,Homocysteine,NOR,positive,4,3
13807,False,True,MLP,Kynurenic acid,NOR,positive,4,3
13808,False,True,MLP,Kynurenine,NOR,positive,4,3
13809,False,False,MLP,Lactic acid,NOR,positive,4,3
13810,False,False,MLP,Methionine,NOR,positive,4,3
13811,True,False,MLP,Lyso PS 17:1,NOR,positive,5,3
13812,True,False,MLP,MG 18:1,NOR,positive,5,3
13813,True,False,MLP,Malic acid,NOR,positive,5,3
13814,True,True,MLP,Malonic acid,NOR,positive,5,3
13815,True,True,MLP,Melatonin,NOR,positive,5,3
13816,True,False,MLP,N-Acetylaspartylglutamic acid,NOR,positive,5,3
13817,True,True,MLP,N-Acetylglucosamine,NOR,positive,5,3
13818,True,True,MLP,"N6,N6,N6-Trimethyllysine",NOR,positive,5,3
13819,True,False,MLP,Nicotinamide adenine dinucleotide (NAD),NOR,positive,5,3
13820,True,True,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",NOR,positive,5,3
13821,False,False,MLP,Mevalonic acid,NOR,positive,5,3
13822,False,True,MLP,Myo-inositol 1-phosphate,NOR,positive,5,3
13823,False,False,MLP,N-Acetylaspartic acid,NOR,positive,5,3
13824,False,True,MLP,N-Acetylgalactosamine 6-phosphate,NOR,positive,5,3
13825,False,False,MLP,Niacinamide,NOR,positive,5,3
13826,False,True,MLP,Nicotinamide ribotide,NOR,positive,5,3
13827,True,False,MLP,Nicotinamide riboside,NOR,positive,6,3
13828,True,False,MLP,Ornithine,NOR,positive,6,3
13829,True,True,MLP,Oxidized glutathione,NOR,positive,6,3
13830,True,True,MLP,PA 16:0-18:1,NOR,positive,6,3
13831,True,False,MLP,PC (O) C16-18:1,NOR,positive,6,3
13832,True,True,MLP,PC 15:0-18:1,NOR,positive,6,3
13833,True,True,MLP,PE 18:0-20:4,NOR,positive,6,3
13834,True,False,MLP,PG 16:0-18:1,NOR,positive,6,3
13835,True,False,MLP,PI 16:0-18:1,NOR,positive,6,3
13836,True,False,MLP,PI(5)P 18:1,NOR,positive,6,3
13837,False,False,MLP,Nicotinic acid,NOR,positive,6,3
13838,False,False,MLP,Orotic acid,NOR,positive,6,3
13839,False,True,MLP,Oxalacetic acid,NOR,positive,6,3
13840,False,False,MLP,Palmitic acid,NOR,positive,6,3
13841,False,True,MLP,Phosphocreatine,NOR,positive,6,3
13842,False,True,MLP,Putrescine,NOR,positive,6,3
13843,True,False,MLP,PS (POPS) 16:0-18:1,NOR,positive,7,3
13844,True,False,MLP,Palmitoyl-CoA,NOR,positive,7,3
13845,True,True,MLP,Pantetheine,NOR,positive,7,3
13846,True,False,MLP,Pantothenic acid,NOR,positive,7,3
13847,True,False,MLP,Phenylalanine,NOR,positive,7,3
13848,True,True,MLP,Phosphoenolpyruvic acid,NOR,positive,7,3
13849,True,False,MLP,Phylloquinone,NOR,positive,7,3
13850,True,False,MLP,Proline,NOR,positive,7,3
13851,True,False,MLP,Propionylcarnitine,NOR,positive,7,3
13852,True,False,MLP,Prostaglandin E1,NOR,positive,7,3
13853,False,True,MLP,Pyruvic acid,NOR,positive,7,3
13854,False,True,MLP,Quinolinic acid,NOR,positive,7,3
13855,False,False,MLP,Retinoic acid,NOR,positive,7,3
13856,False,False,MLP,Ribulose,NOR,positive,7,3
13857,False,False,MLP,Ribulose 5-phosphate,NOR,positive,7,3
13858,False,True,MLP,S-Adenosylmethionine,NOR,positive,7,3
13859,True,True,MLP,Pyridoxine,NOR,positive,8,3
13860,True,True,MLP,Riboflavin,NOR,positive,8,3
13861,True,True,MLP,S-Adenosylhomocysteine,NOR,positive,8,3
13862,True,False,MLP,SM d18:1-16:0,NOR,positive,8,3
13863,True,False,MLP,Serotonin,NOR,positive,8,3
13864,True,False,MLP,Spermidine,NOR,positive,8,3
13865,True,False,MLP,Succinic acid,NOR,positive,8,3
13866,True,False,MLP,TG 15:0-18:1-15:0,NOR,positive,8,3
13867,True,False,MLP,Taurocholic acid,NOR,positive,8,3
13868,True,True,MLP,Tetrahydrofolic acid,NOR,positive,8,3
13869,False,False,MLP,Serine,NOR,positive,8,3
13870,False,True,MLP,Sulfo GalCer 18:0(2S-OH),NOR,positive,8,3
13871,False,True,MLP,Taurine,NOR,positive,8,3
13872,False,False,MLP,Tyrosine,NOR,positive,8,3
13873,False,False,MLP,Uracil,NOR,positive,8,3
13874,False,True,MLP,Ureidosuccinic acid,NOR,positive,8,3
13875,True,True,MLP,Thiamine,NOR,positive,9,3
13876,True,True,MLP,Thymine,NOR,positive,9,3
13877,True,True,MLP,Tryptophan,NOR,positive,9,3
13878,True,False,MLP,Uridine diphosphate,NOR,positive,9,3
13879,True,True,MLP,Uridine diphosphate glucose,NOR,positive,9,3
13880,True,True,MLP,Urocanic acid,NOR,positive,9,3
13881,True,False,MLP,Xanthine,NOR,positive,9,3
13882,True,True,MLP,cis-Aconitic acid,NOR,positive,9,3
13883,True,True,MLP,gamma-Aminobutyric acid,NOR,positive,9,3
13884,True,True,MLP,myo-Inositol,NOR,positive,9,3
13885,False,True,MLP,Uric acid,NOR,positive,9,3
13886,False,False,MLP,Uridine,NOR,positive,9,3
13887,False,True,MLP,Uridine diphosphate glucuronic acid,NOR,positive,9,3
13888,False,False,MLP,Uridine diphosphate-N-acetylglucosamine,NOR,positive,9,3
13889,False,False,MLP,Valine,NOR,positive,9,3
13890,False,False,MLP,alpha-tocopherol,NOR,positive,9,3
13891,True,True,MLP,2-Oxoglutaric acid,pNA,negative,0,3
13892,True,True,MLP,3-Phosphoglyceric acid,pNA,negative,0,3
13893,True,False,MLP,4-Hydroxyproline,pNA,negative,0,3
13894,True,False,MLP,6-Phosphogluconic acid,pNA,negative,0,3
13895,True,False,MLP,Acetyl-CoA,pNA,negative,0,3
13896,True,True,MLP,Adenine,pNA,negative,0,3
13897,True,False,MLP,Arginine,pNA,negative,0,3
13898,True,True,MLP,Argininosuccinic acid,pNA,negative,0,3
13899,True,True,MLP,Ascorbic acid,pNA,negative,0,3
13900,False,True,MLP,3-Hydroxyanthranilic acid,pNA,negative,0,3
13901,False,False,MLP,3-Hydroxymethylglutaric acid,pNA,negative,0,3
13902,False,False,MLP,"4,5-Dihydroorotic acid",pNA,negative,0,3
13903,False,False,MLP,5-Hydroxyindoleacetic acid,pNA,negative,0,3
13904,False,False,MLP,Acetoacetic acid,pNA,negative,0,3
13905,False,False,MLP,Acetylcarnitine,pNA,negative,0,3
13906,False,False,MLP,Acetylcholine,pNA,negative,0,3
13907,True,False,MLP,Asparagine,pNA,negative,1,3
13908,True,False,MLP,Aspartic acid,pNA,negative,1,3
13909,True,True,MLP,Cardiolipin 18:1,pNA,negative,1,3
13910,True,False,MLP,Carnosine,pNA,negative,1,3
13911,True,True,MLP,Citric acid,pNA,negative,1,3
13912,True,True,MLP,Citrulline,pNA,negative,1,3
13913,True,True,MLP,Coenzyme A,pNA,negative,1,3
13914,True,True,MLP,Creatinine,pNA,negative,1,3
13915,True,False,MLP,Cysteine,pNA,negative,1,3
13916,False,False,MLP,Adenosine diphosphate,pNA,negative,1,3
13917,False,True,MLP,Adenosine monophosphate,pNA,negative,1,3
13918,False,False,MLP,Agmatine,pNA,negative,1,3
13919,False,False,MLP,Biotin,pNA,negative,1,3
13920,False,False,MLP,Butyric acid,pNA,negative,1,3
13921,False,False,MLP,CAR 16:0,pNA,negative,1,3
13922,False,False,MLP,Carnitine,pNA,negative,1,3
13923,True,False,MLP,Cytidine,pNA,negative,2,3
13924,True,True,MLP,Cytosine,pNA,negative,2,3
13925,True,False,MLP,Dopamine,pNA,negative,2,3
13926,True,False,MLP,Epinephrine,pNA,negative,2,3
13927,True,True,MLP,Flavin adenine dinucleotide,pNA,negative,2,3
13928,True,False,MLP,Folic acid,pNA,negative,2,3
13929,True,False,MLP,Fumaric acid,pNA,negative,2,3
13930,True,False,MLP,GM3 Ganglioside 18:0,pNA,negative,2,3
13931,True,False,MLP,GlcCer d18:1/18:0,pNA,negative,2,3
13932,False,False,MLP,Cer d8:1/22:0 Cer,pNA,negative,2,3
13933,False,False,MLP,Cholecalciferol,pNA,negative,2,3
13934,False,False,MLP,Cholesterol,pNA,negative,2,3
13935,False,False,MLP,Cholic acid,pNA,negative,2,3
13936,False,True,MLP,Choline,pNA,negative,2,3
13937,False,False,MLP,Creatine,pNA,negative,2,3
13938,False,False,MLP,Cyclic adenosine monophosphate,pNA,negative,2,3
13939,True,True,MLP,Gluconic acid,pNA,negative,3,3
13940,True,False,MLP,Glucosamine 6-phosphate,pNA,negative,3,3
13941,True,True,MLP,Glucose,pNA,negative,3,3
13942,True,False,MLP,Glucose 6-phosphate,pNA,negative,3,3
13943,True,False,MLP,Glucosyl cholesterol,pNA,negative,3,3
13944,True,False,MLP,Glutamic acid,pNA,negative,3,3
13945,True,False,MLP,Glutamine,pNA,negative,3,3
13946,True,False,MLP,Glutathione,pNA,negative,3,3
13947,True,True,MLP,Guanine,pNA,negative,3,3
13948,False,False,MLP,Cystine,pNA,negative,3,3
13949,False,False,MLP,Cytidine monophosphate,pNA,negative,3,3
13950,False,True,MLP,Dihydroxyacetone,pNA,negative,3,3
13951,False,True,MLP,Dihydroxyacetone phosphate,pNA,negative,3,3
13952,False,False,MLP,Estradiol,pNA,negative,3,3
13953,False,False,MLP,Flavin mononucleotide,pNA,negative,3,3
13954,False,False,MLP,"Fructose 1,6-bisphosphate",pNA,negative,3,3
13955,True,True,MLP,Histamine,pNA,negative,4,3
13956,True,True,MLP,Histidine,pNA,negative,4,3
13957,True,False,MLP,Homocysteine,pNA,negative,4,3
13958,True,True,MLP,Hypoxanthine,pNA,negative,4,3
13959,True,False,MLP,Kynurenic acid,pNA,negative,4,3
13960,True,False,MLP,Kynurenine,pNA,negative,4,3
13961,True,True,MLP,L-Dopa,pNA,negative,4,3
13962,True,False,MLP,Lyso PA 18:1,pNA,negative,4,3
13963,True,True,MLP,Lyso PG 16:0,pNA,negative,4,3
13964,False,False,MLP,Glucosamine,pNA,negative,4,3
13965,False,False,MLP,Glycerol 3-phosphate,pNA,negative,4,3
13966,False,False,MLP,Glycerophosphocholine,pNA,negative,4,3
13967,False,False,MLP,Glycine,pNA,negative,4,3
13968,False,True,MLP,Lactic acid,pNA,negative,4,3
13969,False,True,MLP,Lyso PC 15:0,pNA,negative,4,3
13970,False,False,MLP,Lyso PE 18:0,pNA,negative,4,3
13971,True,True,MLP,Lyso PI 17:1,pNA,negative,5,3
13972,True,False,MLP,Lyso PS 17:1,pNA,negative,5,3
13973,True,False,MLP,Malic acid,pNA,negative,5,3
13974,True,True,MLP,Malonic acid,pNA,negative,5,3
13975,True,False,MLP,Methionine,pNA,negative,5,3
13976,True,False,MLP,Mevalonic acid,pNA,negative,5,3
13977,True,False,MLP,Myo-inositol 1-phosphate,pNA,negative,5,3
13978,True,False,MLP,N-Acetylaspartic acid,pNA,negative,5,3
13979,True,False,MLP,N-Acetylaspartylglutamic acid,pNA,negative,5,3
13980,False,True,MLP,MG 18:1,pNA,negative,5,3
13981,False,False,MLP,Melatonin,pNA,negative,5,3
13982,False,True,MLP,N-Acetylgalactosamine 6-phosphate,pNA,negative,5,3
13983,False,False,MLP,Niacinamide,pNA,negative,5,3
13984,False,True,MLP,Nicotinamide adenine dinucleotide (NAD),pNA,negative,5,3
13985,False,False,MLP,Nicotinamide riboside,pNA,negative,5,3
13986,False,True,MLP,Nicotinamide ribotide,pNA,negative,5,3
13987,True,True,MLP,N-Acetylglucosamine,pNA,negative,6,3
13988,True,True,MLP,"N6,N6,N6-Trimethyllysine",pNA,negative,6,3
13989,True,True,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",pNA,negative,6,3
13990,True,False,MLP,Ornithine,pNA,negative,6,3
13991,True,True,MLP,Oxidized glutathione,pNA,negative,6,3
13992,True,True,MLP,PA 16:0-18:1,pNA,negative,6,3
13993,True,False,MLP,PE 18:0-20:4,pNA,negative,6,3
13994,True,False,MLP,PG 16:0-18:1,pNA,negative,6,3
13995,True,True,MLP,PI 16:0-18:1,pNA,negative,6,3
13996,False,False,MLP,Nicotinic acid,pNA,negative,6,3
13997,False,True,MLP,Orotic acid,pNA,negative,6,3
13998,False,True,MLP,Oxalacetic acid,pNA,negative,6,3
13999,False,False,MLP,PC (O) C16-18:1,pNA,negative,6,3
14000,False,True,MLP,PC 15:0-18:1,pNA,negative,6,3
14001,False,False,MLP,Phosphocreatine,pNA,negative,6,3
14002,False,True,MLP,Phylloquinone,pNA,negative,6,3
14003,True,False,MLP,PI(5)P 18:1,pNA,negative,7,3
14004,True,False,MLP,PS (POPS) 16:0-18:1,pNA,negative,7,3
14005,True,False,MLP,Palmitic acid,pNA,negative,7,3
14006,True,False,MLP,Palmitoyl-CoA,pNA,negative,7,3
14007,True,True,MLP,Pantetheine,pNA,negative,7,3
14008,True,True,MLP,Pantothenic acid,pNA,negative,7,3
14009,True,False,MLP,Phenylalanine,pNA,negative,7,3
14010,True,True,MLP,Phosphoenolpyruvic acid,pNA,negative,7,3
14011,True,False,MLP,Proline,pNA,negative,7,3
14012,False,False,MLP,Propionylcarnitine,pNA,negative,7,3
14013,False,True,MLP,Prostaglandin E1,pNA,negative,7,3
14014,False,False,MLP,Putrescine,pNA,negative,7,3
14015,False,False,MLP,Pyruvic acid,pNA,negative,7,3
14016,False,False,MLP,Retinoic acid,pNA,negative,7,3
14017,False,False,MLP,Riboflavin,pNA,negative,7,3
14018,False,True,MLP,S-Adenosylhomocysteine,pNA,negative,7,3
14019,True,True,MLP,Pyridoxine,pNA,negative,8,3
14020,True,True,MLP,Quinolinic acid,pNA,negative,8,3
14021,True,False,MLP,Ribulose,pNA,negative,8,3
14022,True,False,MLP,Ribulose 5-phosphate,pNA,negative,8,3
14023,True,False,MLP,SM d18:1-16:0,pNA,negative,8,3
14024,True,True,MLP,Serine,pNA,negative,8,3
14025,True,False,MLP,Succinic acid,pNA,negative,8,3
14026,True,True,MLP,Sulfo GalCer 18:0(2S-OH),pNA,negative,8,3
14027,True,True,MLP,Taurine,pNA,negative,8,3
14028,False,True,MLP,S-Adenosylmethionine,pNA,negative,8,3
14029,False,False,MLP,Serotonin,pNA,negative,8,3
14030,False,False,MLP,Spermidine,pNA,negative,8,3
14031,False,False,MLP,Taurocholic acid,pNA,negative,8,3
14032,False,False,MLP,Tetrahydrofolic acid,pNA,negative,8,3
14033,False,True,MLP,Thiamine,pNA,negative,8,3
14034,False,True,MLP,Thymine,pNA,negative,8,3
14035,True,True,MLP,Tyrosine,pNA,negative,9,3
14036,True,True,MLP,Ureidosuccinic acid,pNA,negative,9,3
14037,True,False,MLP,Uridine diphosphate glucose,pNA,negative,9,3
14038,True,False,MLP,Uridine diphosphate-N-acetylglucosamine,pNA,negative,9,3
14039,True,False,MLP,Valine,pNA,negative,9,3
14040,True,False,MLP,Xanthine,pNA,negative,9,3
14041,True,True,MLP,cis-Aconitic acid,pNA,negative,9,3
14042,True,True,MLP,gamma-Aminobutyric acid,pNA,negative,9,3
14043,True,False,MLP,myo-Inositol,pNA,negative,9,3
14044,False,True,MLP,Tryptophan,pNA,negative,9,3
14045,False,False,MLP,Uracil,pNA,negative,9,3
14046,False,True,MLP,Uric acid,pNA,negative,9,3
14047,False,False,MLP,Uridine,pNA,negative,9,3
14048,False,True,MLP,Uridine diphosphate,pNA,negative,9,3
14049,False,True,MLP,Uridine diphosphate glucuronic acid,pNA,negative,9,3
14050,False,True,MLP,Urocanic acid,pNA,negative,9,3
14051,True,True,MLP,"4,5-Dihydroorotic acid",pNA,positive,0,3
14052,True,False,MLP,4-Hydroxyproline,pNA,positive,0,3
14053,True,False,MLP,5-Hydroxyindoleacetic acid,pNA,positive,0,3
14054,True,False,MLP,Acetyl-CoA,pNA,positive,0,3
14055,True,False,MLP,Acetylcarnitine,pNA,positive,0,3
14056,True,False,MLP,Acetylcholine,pNA,positive,0,3
14057,True,True,MLP,Adenine,pNA,positive,0,3
14058,True,True,MLP,Adenosine monophosphate,pNA,positive,0,3
14059,True,False,MLP,Agmatine,pNA,positive,0,3
14060,True,False,MLP,Arginine,pNA,positive,0,3
14061,True,True,MLP,Argininosuccinic acid,pNA,positive,0,3
14062,True,True,MLP,Ascorbic acid,pNA,positive,0,3
14063,True,False,MLP,Asparagine,pNA,positive,0,3
14064,False,True,MLP,2-Oxoglutaric acid,pNA,positive,0,3
14065,False,True,MLP,3-Hydroxyanthranilic acid,pNA,positive,0,3
14066,False,True,MLP,3-Hydroxymethylglutaric acid,pNA,positive,0,3
14067,False,True,MLP,3-Phosphoglyceric acid,pNA,positive,0,3
14068,True,False,MLP,Aspartic acid,pNA,positive,1,3
14069,True,True,MLP,Biotin,pNA,positive,1,3
14070,True,False,MLP,CAR 16:0,pNA,positive,1,3
14071,True,False,MLP,Cardiolipin 18:1,pNA,positive,1,3
14072,True,True,MLP,Carnitine,pNA,positive,1,3
14073,True,True,MLP,Carnosine,pNA,positive,1,3
14074,True,True,MLP,Cer d8:1/22:0 Cer,pNA,positive,1,3
14075,True,True,MLP,Cholesteryl ester 17:0,pNA,positive,1,3
14076,True,True,MLP,Cholic acid,pNA,positive,1,3
14077,True,True,MLP,Choline,pNA,positive,1,3
14078,True,True,MLP,Citric acid,pNA,positive,1,3
14079,True,True,MLP,Citrulline,pNA,positive,1,3
14080,True,True,MLP,Coenzyme A,pNA,positive,1,3
14081,False,True,MLP,6-Phosphogluconic acid,pNA,positive,1,3
14082,False,False,MLP,Acetoacetic acid,pNA,positive,1,3
14083,False,True,MLP,Adenosine diphosphate,pNA,positive,1,3
14084,False,False,MLP,Butyric acid,pNA,positive,1,3
14085,True,True,MLP,Creatine,pNA,positive,2,3
14086,True,True,MLP,Creatinine,pNA,positive,2,3
14087,True,False,MLP,Cyclic adenosine monophosphate,pNA,positive,2,3
14088,True,False,MLP,Cysteine,pNA,positive,2,3
14089,True,True,MLP,Cytidine,pNA,positive,2,3
14090,True,True,MLP,Cytidine monophosphate,pNA,positive,2,3
14091,True,True,MLP,Cytosine,pNA,positive,2,3
14092,True,True,MLP,Dopamine,pNA,positive,2,3
14093,True,False,MLP,Epinephrine,pNA,positive,2,3
14094,True,False,MLP,Estradiol,pNA,positive,2,3
14095,True,True,MLP,Flavin adenine dinucleotide,pNA,positive,2,3
14096,True,False,MLP,Flavin mononucleotide,pNA,positive,2,3
14097,True,True,MLP,Folic acid,pNA,positive,2,3
14098,False,True,MLP,Cholecalciferol,pNA,positive,2,3
14099,False,True,MLP,Cholesterol,pNA,positive,2,3
14100,False,False,MLP,Cholesteryl acetate,pNA,positive,2,3
14101,False,False,MLP,Cystine,pNA,positive,2,3
14102,True,False,MLP,GM3 Ganglioside 18:0,pNA,positive,3,3
14103,True,False,MLP,GlcCer d18:1/18:0,pNA,positive,3,3
