,observed_value,prediction,classifier,name_short,matrix,polarity,fold
51,True,False,DecisionTree,Uridine diphosphate-N-acetylglucosamine,ClCCA,positive,9
52,True,True,DecisionTree,Urocanic acid,ClCCA,positive,9
53,True,False,DecisionTree,Valine,ClCCA,positive,9
54,True,True,DecisionTree,Xanthine,ClCCA,positive,9
55,True,False,DecisionTree,alpha-tocopherol,ClCCA,positive,9
56,True,True,DecisionTree,cis-Aconitic acid,ClCCA,positive,9
57,True,True,DecisionTree,gamma-Aminobutyric acid,ClCCA,positive,9
58,True,True,DecisionTree,myo-Inositol,ClCCA,positive,9
59,False,True,DecisionTree,Uridine,ClCCA,positive,9
60,True,True,RandomForest,Tyrosine,ClCCA,positive,9
61,True,False,RandomForest,Uracil,ClCCA,positive,9
62,True,True,RandomForest,Ureidosuccinic acid,ClCCA,positive,9
63,True,True,RandomForest,Uridine diphosphate,ClCCA,positive,9
64,True,False,RandomForest,Uridine diphosphate glucose,ClCCA,positive,9
65,True,True,RandomForest,Uridine diphosphate glucuronic acid,ClCCA,positive,9
66,True,False,RandomForest,Uridine diphosphate-N-acetylglucosamine,ClCCA,positive,9
67,True,True,RandomForest,Urocanic acid,ClCCA,positive,9
68,True,False,RandomForest,Valine,ClCCA,positive,9
69,True,True,RandomForest,Xanthine,ClCCA,positive,9
70,True,False,RandomForest,alpha-tocopherol,ClCCA,positive,9
71,True,True,RandomForest,cis-Aconitic acid,ClCCA,positive,9
72,True,True,RandomForest,gamma-Aminobutyric acid,ClCCA,positive,9
73,True,True,RandomForest,myo-Inositol,ClCCA,positive,9
74,False,True,RandomForest,Uridine,ClCCA,positive,9
75,True,True,MLP,Tyrosine,ClCCA,positive,9
76,True,True,MLP,Uracil,ClCCA,positive,9
77,True,True,MLP,Ureidosuccinic acid,ClCCA,positive,9
78,True,False,MLP,Uridine diphosphate,ClCCA,positive,9
79,True,False,MLP,Uridine diphosphate glucose,ClCCA,positive,9
80,True,False,MLP,Uridine diphosphate glucuronic acid,ClCCA,positive,9
81,True,False,MLP,Uridine diphosphate-N-acetylglucosamine,ClCCA,positive,9
82,True,False,MLP,Urocanic acid,ClCCA,positive,9
83,True,False,MLP,Valine,ClCCA,positive,9
84,True,True,MLP,Xanthine,ClCCA,positive,9
85,True,False,MLP,alpha-tocopherol,ClCCA,positive,9
86,True,True,MLP,cis-Aconitic acid,ClCCA,positive,9
87,True,False,MLP,gamma-Aminobutyric acid,ClCCA,positive,9
88,True,False,MLP,myo-Inositol,ClCCA,positive,9
89,False,True,MLP,Uridine,ClCCA,positive,9
90,True,True,GaussianProcess,Tyrosine,ClCCA,positive,9
91,True,True,GaussianProcess,Uracil,ClCCA,positive,9
92,True,True,GaussianProcess,Ureidosuccinic acid,ClCCA,positive,9
93,True,False,GaussianProcess,Uridine diphosphate,ClCCA,positive,9
94,True,False,GaussianProcess,Uridine diphosphate glucose,ClCCA,positive,9
95,True,False,GaussianProcess,Uridine diphosphate glucuronic acid,ClCCA,positive,9
96,True,False,GaussianProcess,Uridine diphosphate-N-acetylglucosamine,ClCCA,positive,9
97,True,False,GaussianProcess,Urocanic acid,ClCCA,positive,9
98,True,True,GaussianProcess,Valine,ClCCA,positive,9
99,True,True,GaussianProcess,Xanthine,ClCCA,positive,9
100,True,True,GaussianProcess,alpha-tocopherol,ClCCA,positive,9
101,True,True,GaussianProcess,cis-Aconitic acid,ClCCA,positive,9
102,True,False,GaussianProcess,gamma-Aminobutyric acid,ClCCA,positive,9
103,True,False,GaussianProcess,myo-Inositol,ClCCA,positive,9
104,False,True,GaussianProcess,Uridine,ClCCA,positive,9
0,True,True,Logistic_reg,2-Oxoglutaric acid,DAN,negative,0
1,True,True,Logistic_reg,3-Phosphoglyceric acid,DAN,negative,0
2,True,True,Logistic_reg,"4,5-Dihydroorotic acid",DAN,negative,0
3,True,False,Logistic_reg,4-Hydroxyproline,DAN,negative,0
4,True,False,Logistic_reg,5-Hydroxyindoleacetic acid,DAN,negative,0
5,True,True,Logistic_reg,Acetyl-CoA,DAN,negative,0
6,True,True,Logistic_reg,Adenine,DAN,negative,0
7,True,True,Logistic_reg,Arginine,DAN,negative,0
8,True,True,Logistic_reg,Argininosuccinic acid,DAN,negative,0
9,True,True,Logistic_reg,Ascorbic acid,DAN,negative,0
10,True,True,Logistic_reg,Asparagine,DAN,negative,0
11,True,False,Logistic_reg,Aspartic acid,DAN,negative,0
12,False,False,Logistic_reg,3-Hydroxyanthranilic acid,DAN,negative,0
13,False,False,Logistic_reg,3-Hydroxymethylglutaric acid,DAN,negative,0
14,False,True,Logistic_reg,6-Phosphogluconic acid,DAN,negative,0
15,False,True,Logistic_reg,Acetoacetic acid,DAN,negative,0
16,False,True,Logistic_reg,Acetylcarnitine,DAN,negative,0
17,True,False,SVC_poly,2-Oxoglutaric acid,DAN,negative,0
18,True,False,SVC_poly,3-Phosphoglyceric acid,DAN,negative,0
19,True,False,SVC_poly,"4,5-Dihydroorotic acid",DAN,negative,0
20,True,False,SVC_poly,4-Hydroxyproline,DAN,negative,0
21,True,False,SVC_poly,5-Hydroxyindoleacetic acid,DAN,negative,0
22,True,True,SVC_poly,Acetyl-CoA,DAN,negative,0
23,True,False,SVC_poly,Adenine,DAN,negative,0
24,True,True,SVC_poly,Arginine,DAN,negative,0
25,True,True,SVC_poly,Argininosuccinic acid,DAN,negative,0
26,True,True,SVC_poly,Ascorbic acid,DAN,negative,0
27,True,True,SVC_poly,Asparagine,DAN,negative,0
28,True,False,SVC_poly,Aspartic acid,DAN,negative,0
29,False,False,SVC_poly,3-Hydroxyanthranilic acid,DAN,negative,0
30,False,False,SVC_poly,3-Hydroxymethylglutaric acid,DAN,negative,0
31,False,False,SVC_poly,6-Phosphogluconic acid,DAN,negative,0
32,False,False,SVC_poly,Acetoacetic acid,DAN,negative,0
33,False,False,SVC_poly,Acetylcarnitine,DAN,negative,0
34,True,False,KNeighbors,2-Oxoglutaric acid,DAN,negative,0
35,True,True,KNeighbors,3-Phosphoglyceric acid,DAN,negative,0
36,True,False,KNeighbors,"4,5-Dihydroorotic acid",DAN,negative,0
37,True,True,KNeighbors,4-Hydroxyproline,DAN,negative,0
38,True,True,KNeighbors,5-Hydroxyindoleacetic acid,DAN,negative,0
39,True,True,KNeighbors,Acetyl-CoA,DAN,negative,0
40,True,False,KNeighbors,Adenine,DAN,negative,0
41,True,True,KNeighbors,Arginine,DAN,negative,0
42,True,True,KNeighbors,Argininosuccinic acid,DAN,negative,0
43,True,True,KNeighbors,Ascorbic acid,DAN,negative,0
44,True,True,KNeighbors,Asparagine,DAN,negative,0
45,True,True,KNeighbors,Aspartic acid,DAN,negative,0
46,False,False,KNeighbors,3-Hydroxyanthranilic acid,DAN,negative,0
47,False,False,KNeighbors,3-Hydroxymethylglutaric acid,DAN,negative,0
48,False,True,KNeighbors,6-Phosphogluconic acid,DAN,negative,0
49,False,True,KNeighbors,Acetoacetic acid,DAN,negative,0
50,False,True,KNeighbors,Acetylcarnitine,DAN,negative,0
51,True,True,DecisionTree,2-Oxoglutaric acid,DAN,negative,0
52,True,True,DecisionTree,3-Phosphoglyceric acid,DAN,negative,0
53,True,True,DecisionTree,"4,5-Dihydroorotic acid",DAN,negative,0
54,True,True,DecisionTree,4-Hydroxyproline,DAN,negative,0
55,True,True,DecisionTree,5-Hydroxyindoleacetic acid,DAN,negative,0
56,True,True,DecisionTree,Acetyl-CoA,DAN,negative,0
57,True,True,DecisionTree,Adenine,DAN,negative,0
58,True,True,DecisionTree,Arginine,DAN,negative,0
59,True,True,DecisionTree,Argininosuccinic acid,DAN,negative,0
60,True,True,DecisionTree,Ascorbic acid,DAN,negative,0
61,True,True,DecisionTree,Asparagine,DAN,negative,0
62,True,True,DecisionTree,Aspartic acid,DAN,negative,0
63,False,False,DecisionTree,3-Hydroxyanthranilic acid,DAN,negative,0
64,False,False,DecisionTree,3-Hydroxymethylglutaric acid,DAN,negative,0
65,False,True,DecisionTree,6-Phosphogluconic acid,DAN,negative,0
66,False,True,DecisionTree,Acetoacetic acid,DAN,negative,0
67,False,True,DecisionTree,Acetylcarnitine,DAN,negative,0
68,True,True,RandomForest,2-Oxoglutaric acid,DAN,negative,0
69,True,True,RandomForest,3-Phosphoglyceric acid,DAN,negative,0
70,True,True,RandomForest,"4,5-Dihydroorotic acid",DAN,negative,0
71,True,True,RandomForest,4-Hydroxyproline,DAN,negative,0
72,True,True,RandomForest,5-Hydroxyindoleacetic acid,DAN,negative,0
73,True,True,RandomForest,Acetyl-CoA,DAN,negative,0
74,True,True,RandomForest,Adenine,DAN,negative,0
75,True,True,RandomForest,Arginine,DAN,negative,0
76,True,True,RandomForest,Argininosuccinic acid,DAN,negative,0
77,True,True,RandomForest,Ascorbic acid,DAN,negative,0
78,True,True,RandomForest,Asparagine,DAN,negative,0
79,True,True,RandomForest,Aspartic acid,DAN,negative,0
80,False,False,RandomForest,3-Hydroxyanthranilic acid,DAN,negative,0
81,False,False,RandomForest,3-Hydroxymethylglutaric acid,DAN,negative,0
82,False,True,RandomForest,6-Phosphogluconic acid,DAN,negative,0
83,False,False,RandomForest,Acetoacetic acid,DAN,negative,0
84,False,True,RandomForest,Acetylcarnitine,DAN,negative,0
85,True,True,MLP,2-Oxoglutaric acid,DAN,negative,0
86,True,False,MLP,3-Phosphoglyceric acid,DAN,negative,0
87,True,True,MLP,"4,5-Dihydroorotic acid",DAN,negative,0
88,True,False,MLP,4-Hydroxyproline,DAN,negative,0
89,True,False,MLP,5-Hydroxyindoleacetic acid,DAN,negative,0
90,True,True,MLP,Acetyl-CoA,DAN,negative,0
91,True,True,MLP,Adenine,DAN,negative,0
92,True,True,MLP,Arginine,DAN,negative,0
93,True,True,MLP,Argininosuccinic acid,DAN,negative,0
94,True,True,MLP,Ascorbic acid,DAN,negative,0
95,True,True,MLP,Asparagine,DAN,negative,0
96,True,False,MLP,Aspartic acid,DAN,negative,0
97,False,False,MLP,3-Hydroxyanthranilic acid,DAN,negative,0
98,False,False,MLP,3-Hydroxymethylglutaric acid,DAN,negative,0
99,False,False,MLP,6-Phosphogluconic acid,DAN,negative,0
100,False,False,MLP,Acetoacetic acid,DAN,negative,0
101,False,False,MLP,Acetylcarnitine,DAN,negative,0
102,True,True,GaussianProcess,2-Oxoglutaric acid,DAN,negative,0
103,True,True,GaussianProcess,3-Phosphoglyceric acid,DAN,negative,0
104,True,True,GaussianProcess,"4,5-Dihydroorotic acid",DAN,negative,0
105,True,False,GaussianProcess,4-Hydroxyproline,DAN,negative,0
106,True,False,GaussianProcess,5-Hydroxyindoleacetic acid,DAN,negative,0
107,True,True,GaussianProcess,Acetyl-CoA,DAN,negative,0
108,True,True,GaussianProcess,Adenine,DAN,negative,0
109,True,True,GaussianProcess,Arginine,DAN,negative,0
110,True,True,GaussianProcess,Argininosuccinic acid,DAN,negative,0
111,True,True,GaussianProcess,Ascorbic acid,DAN,negative,0
112,True,True,GaussianProcess,Asparagine,DAN,negative,0
113,True,False,GaussianProcess,Aspartic acid,DAN,negative,0
114,False,False,GaussianProcess,3-Hydroxyanthranilic acid,DAN,negative,0
115,False,False,GaussianProcess,3-Hydroxymethylglutaric acid,DAN,negative,0
116,False,True,GaussianProcess,6-Phosphogluconic acid,DAN,negative,0
117,False,False,GaussianProcess,Acetoacetic acid,DAN,negative,0
118,False,True,GaussianProcess,Acetylcarnitine,DAN,negative,0
0,True,True,Logistic_reg,Cardiolipin 18:1,DAN,negative,1
1,True,True,Logistic_reg,Carnosine,DAN,negative,1
2,True,False,Logistic_reg,Cer d8:1/22:0 Cer,DAN,negative,1
3,True,False,Logistic_reg,Cholic acid,DAN,negative,1
4,True,False,Logistic_reg,Citric acid,DAN,negative,1
5,True,False,Logistic_reg,Citrulline,DAN,negative,1
6,True,True,Logistic_reg,Coenzyme A,DAN,negative,1
7,True,True,Logistic_reg,Creatine,DAN,negative,1
8,True,True,Logistic_reg,Creatinine,DAN,negative,1
9,True,True,Logistic_reg,Cysteine,DAN,negative,1
10,True,True,Logistic_reg,Cystine,DAN,negative,1
11,True,True,Logistic_reg,Cytidine,DAN,negative,1
12,False,True,Logistic_reg,Acetylcholine,DAN,negative,1
13,False,False,Logistic_reg,Adenosine diphosphate,DAN,negative,1
14,False,False,Logistic_reg,Adenosine monophosphate,DAN,negative,1
15,False,True,Logistic_reg,Agmatine,DAN,negative,1
16,False,True,Logistic_reg,Biotin,DAN,negative,1
17,True,False,SVC_poly,Cardiolipin 18:1,DAN,negative,1
18,True,False,SVC_poly,Carnosine,DAN,negative,1
19,True,False,SVC_poly,Cer d8:1/22:0 Cer,DAN,negative,1
20,True,False,SVC_poly,Cholic acid,DAN,negative,1
21,True,False,SVC_poly,Citric acid,DAN,negative,1
22,True,False,SVC_poly,Citrulline,DAN,negative,1
23,True,True,SVC_poly,Coenzyme A,DAN,negative,1
24,True,False,SVC_poly,Creatine,DAN,negative,1
25,True,True,SVC_poly,Creatinine,DAN,negative,1
26,True,True,SVC_poly,Cysteine,DAN,negative,1
27,True,True,SVC_poly,Cystine,DAN,negative,1
28,True,True,SVC_poly,Cytidine,DAN,negative,1
29,False,True,SVC_poly,Acetylcholine,DAN,negative,1
30,False,False,SVC_poly,Adenosine diphosphate,DAN,negative,1
31,False,False,SVC_poly,Adenosine monophosphate,DAN,negative,1
32,False,False,SVC_poly,Agmatine,DAN,negative,1
33,False,False,SVC_poly,Biotin,DAN,negative,1
34,True,True,KNeighbors,Cardiolipin 18:1,DAN,negative,1
35,True,False,KNeighbors,Carnosine,DAN,negative,1
36,True,False,KNeighbors,Cer d8:1/22:0 Cer,DAN,negative,1
37,True,True,KNeighbors,Cholic acid,DAN,negative,1
38,True,True,KNeighbors,Citric acid,DAN,negative,1
39,True,True,KNeighbors,Citrulline,DAN,negative,1
40,True,True,KNeighbors,Coenzyme A,DAN,negative,1
41,True,True,KNeighbors,Creatine,DAN,negative,1
42,True,True,KNeighbors,Creatinine,DAN,negative,1
43,True,False,KNeighbors,Cysteine,DAN,negative,1
44,True,False,KNeighbors,Cystine,DAN,negative,1
45,True,True,KNeighbors,Cytidine,DAN,negative,1
46,False,False,KNeighbors,Acetylcholine,DAN,negative,1
47,False,False,KNeighbors,Adenosine diphosphate,DAN,negative,1
48,False,False,KNeighbors,Adenosine monophosphate,DAN,negative,1
49,False,True,KNeighbors,Agmatine,DAN,negative,1
50,False,False,KNeighbors,Biotin,DAN,negative,1
51,True,True,DecisionTree,Cardiolipin 18:1,DAN,negative,1
52,True,True,DecisionTree,Carnosine,DAN,negative,1
53,True,False,DecisionTree,Cer d8:1/22:0 Cer,DAN,negative,1
54,True,True,DecisionTree,Cholic acid,DAN,negative,1
55,True,True,DecisionTree,Citric acid,DAN,negative,1
56,True,True,DecisionTree,Citrulline,DAN,negative,1
57,True,True,DecisionTree,Coenzyme A,DAN,negative,1
58,True,True,DecisionTree,Creatine,DAN,negative,1
59,True,True,DecisionTree,Creatinine,DAN,negative,1
60,True,True,DecisionTree,Cysteine,DAN,negative,1
61,True,True,DecisionTree,Cystine,DAN,negative,1
62,True,True,DecisionTree,Cytidine,DAN,negative,1
63,False,True,DecisionTree,Acetylcholine,DAN,negative,1
64,False,True,DecisionTree,Adenosine diphosphate,DAN,negative,1
65,False,False,DecisionTree,Adenosine monophosphate,DAN,negative,1
66,False,True,DecisionTree,Agmatine,DAN,negative,1
67,False,True,DecisionTree,Biotin,DAN,negative,1
68,True,False,RandomForest,Cardiolipin 18:1,DAN,negative,1
69,True,False,RandomForest,Carnosine,DAN,negative,1
70,True,False,RandomForest,Cer d8:1/22:0 Cer,DAN,negative,1
71,True,True,RandomForest,Cholic acid,DAN,negative,1
72,True,True,RandomForest,Citric acid,DAN,negative,1
73,True,True,RandomForest,Citrulline,DAN,negative,1
74,True,True,RandomForest,Coenzyme A,DAN,negative,1
75,True,False,RandomForest,Creatine,DAN,negative,1
76,True,True,RandomForest,Creatinine,DAN,negative,1
77,True,False,RandomForest,Cysteine,DAN,negative,1
78,True,True,RandomForest,Cystine,DAN,negative,1
79,True,True,RandomForest,Cytidine,DAN,negative,1
80,False,False,RandomForest,Acetylcholine,DAN,negative,1
81,False,True,RandomForest,Adenosine diphosphate,DAN,negative,1
82,False,False,RandomForest,Adenosine monophosphate,DAN,negative,1
83,False,True,RandomForest,Agmatine,DAN,negative,1
84,False,False,RandomForest,Biotin,DAN,negative,1
85,True,True,MLP,Cardiolipin 18:1,DAN,negative,1
86,True,True,MLP,Carnosine,DAN,negative,1
87,True,False,MLP,Cer d8:1/22:0 Cer,DAN,negative,1
88,True,False,MLP,Cholic acid,DAN,negative,1
89,True,False,MLP,Citric acid,DAN,negative,1
90,True,False,MLP,Citrulline,DAN,negative,1
91,True,True,MLP,Coenzyme A,DAN,negative,1
92,True,True,MLP,Creatine,DAN,negative,1
93,True,True,MLP,Creatinine,DAN,negative,1
94,True,True,MLP,Cysteine,DAN,negative,1
95,True,True,MLP,Cystine,DAN,negative,1
96,True,True,MLP,Cytidine,DAN,negative,1
97,False,True,MLP,Acetylcholine,DAN,negative,1
98,False,False,MLP,Adenosine diphosphate,DAN,negative,1
99,False,False,MLP,Adenosine monophosphate,DAN,negative,1
100,False,True,MLP,Agmatine,DAN,negative,1
101,False,True,MLP,Biotin,DAN,negative,1
102,True,True,GaussianProcess,Cardiolipin 18:1,DAN,negative,1
103,True,False,GaussianProcess,Carnosine,DAN,negative,1
104,True,False,GaussianProcess,Cer d8:1/22:0 Cer,DAN,negative,1
105,True,False,GaussianProcess,Cholic acid,DAN,negative,1
106,True,False,GaussianProcess,Citric acid,DAN,negative,1
107,True,False,GaussianProcess,Citrulline,DAN,negative,1
108,True,True,GaussianProcess,Coenzyme A,DAN,negative,1
109,True,True,GaussianProcess,Creatine,DAN,negative,1
110,True,True,GaussianProcess,Creatinine,DAN,negative,1
111,True,True,GaussianProcess,Cysteine,DAN,negative,1
112,True,True,GaussianProcess,Cystine,DAN,negative,1
113,True,True,GaussianProcess,Cytidine,DAN,negative,1
114,False,True,GaussianProcess,Acetylcholine,DAN,negative,1
115,False,False,GaussianProcess,Adenosine diphosphate,DAN,negative,1
116,False,False,GaussianProcess,Adenosine monophosphate,DAN,negative,1
117,False,True,GaussianProcess,Agmatine,DAN,negative,1
118,False,True,GaussianProcess,Biotin,DAN,negative,1
0,True,False,Logistic_reg,Cytosine,DAN,negative,2
1,True,False,Logistic_reg,Dopamine,DAN,negative,2
2,True,True,Logistic_reg,Epinephrine,DAN,negative,2
3,True,True,Logistic_reg,Estradiol,DAN,negative,2
4,True,False,Logistic_reg,Flavin adenine dinucleotide,DAN,negative,2
5,True,False,Logistic_reg,Fumaric acid,DAN,negative,2
6,True,False,Logistic_reg,GM3 Ganglioside 18:0,DAN,negative,2
7,True,True,Logistic_reg,GlcCer d18:1/18:0,DAN,negative,2
8,True,False,Logistic_reg,Gluconic acid,DAN,negative,2
9,True,False,Logistic_reg,Glucosamine,DAN,negative,2
10,True,True,Logistic_reg,Glucosamine 6-phosphate,DAN,negative,2
11,True,False,Logistic_reg,Glucose,DAN,negative,2
12,False,True,Logistic_reg,Butyric acid,DAN,negative,2
13,False,False,Logistic_reg,CAR 16:0,DAN,negative,2
14,False,False,Logistic_reg,Carnitine,DAN,negative,2
15,False,False,Logistic_reg,Cholecalciferol,DAN,negative,2
16,False,False,Logistic_reg,Cholesterol,DAN,negative,2
17,True,False,SVC_poly,Cytosine,DAN,negative,2
18,True,False,SVC_poly,Dopamine,DAN,negative,2
19,True,False,SVC_poly,Epinephrine,DAN,negative,2
20,True,False,SVC_poly,Estradiol,DAN,negative,2
21,True,False,SVC_poly,Flavin adenine dinucleotide,DAN,negative,2
22,True,False,SVC_poly,Fumaric acid,DAN,negative,2
23,True,False,SVC_poly,GM3 Ganglioside 18:0,DAN,negative,2
24,True,False,SVC_poly,GlcCer d18:1/18:0,DAN,negative,2
25,True,False,SVC_poly,Gluconic acid,DAN,negative,2
26,True,False,SVC_poly,Glucosamine,DAN,negative,2
27,True,True,SVC_poly,Glucosamine 6-phosphate,DAN,negative,2
28,True,False,SVC_poly,Glucose,DAN,negative,2
29,False,False,SVC_poly,Butyric acid,DAN,negative,2
30,False,False,SVC_poly,CAR 16:0,DAN,negative,2
31,False,False,SVC_poly,Carnitine,DAN,negative,2
32,False,False,SVC_poly,Cholecalciferol,DAN,negative,2
33,False,False,SVC_poly,Cholesterol,DAN,negative,2
34,True,False,KNeighbors,Cytosine,DAN,negative,2
35,True,True,KNeighbors,Dopamine,DAN,negative,2
36,True,True,KNeighbors,Epinephrine,DAN,negative,2
37,True,True,KNeighbors,Estradiol,DAN,negative,2
38,True,False,KNeighbors,Flavin adenine dinucleotide,DAN,negative,2
39,True,False,KNeighbors,Fumaric acid,DAN,negative,2
40,True,False,KNeighbors,GM3 Ganglioside 18:0,DAN,negative,2
41,True,False,KNeighbors,GlcCer d18:1/18:0,DAN,negative,2
42,True,False,KNeighbors,Gluconic acid,DAN,negative,2
43,True,True,KNeighbors,Glucosamine,DAN,negative,2
44,True,False,KNeighbors,Glucosamine 6-phosphate,DAN,negative,2
45,True,True,KNeighbors,Glucose,DAN,negative,2
46,False,False,KNeighbors,Butyric acid,DAN,negative,2
47,False,False,KNeighbors,CAR 16:0,DAN,negative,2
48,False,False,KNeighbors,Carnitine,DAN,negative,2
49,False,False,KNeighbors,Cholecalciferol,DAN,negative,2
50,False,True,KNeighbors,Cholesterol,DAN,negative,2
51,True,False,DecisionTree,Cytosine,DAN,negative,2
52,True,True,DecisionTree,Dopamine,DAN,negative,2
53,True,True,DecisionTree,Epinephrine,DAN,negative,2
54,True,True,DecisionTree,Estradiol,DAN,negative,2
55,True,False,DecisionTree,Flavin adenine dinucleotide,DAN,negative,2
56,True,False,DecisionTree,Fumaric acid,DAN,negative,2
57,True,True,DecisionTree,GM3 Ganglioside 18:0,DAN,negative,2
58,True,True,DecisionTree,GlcCer d18:1/18:0,DAN,negative,2
59,True,False,DecisionTree,Gluconic acid,DAN,negative,2
60,True,False,DecisionTree,Glucosamine,DAN,negative,2
61,True,True,DecisionTree,Glucosamine 6-phosphate,DAN,negative,2
62,True,True,DecisionTree,Glucose,DAN,negative,2
63,False,True,DecisionTree,Butyric acid,DAN,negative,2
64,False,True,DecisionTree,CAR 16:0,DAN,negative,2
65,False,False,DecisionTree,Carnitine,DAN,negative,2
66,False,False,DecisionTree,Cholecalciferol,DAN,negative,2
67,False,True,DecisionTree,Cholesterol,DAN,negative,2
68,True,False,RandomForest,Cytosine,DAN,negative,2
69,True,True,RandomForest,Dopamine,DAN,negative,2
70,True,True,RandomForest,Epinephrine,DAN,negative,2
71,True,True,RandomForest,Estradiol,DAN,negative,2
72,True,False,RandomForest,Flavin adenine dinucleotide,DAN,negative,2
73,True,False,RandomForest,Fumaric acid,DAN,negative,2
74,True,True,RandomForest,GM3 Ganglioside 18:0,DAN,negative,2
75,True,True,RandomForest,GlcCer d18:1/18:0,DAN,negative,2
76,True,False,RandomForest,Gluconic acid,DAN,negative,2
77,True,False,RandomForest,Glucosamine,DAN,negative,2
78,True,True,RandomForest,Glucosamine 6-phosphate,DAN,negative,2
79,True,True,RandomForest,Glucose,DAN,negative,2
80,False,False,RandomForest,Butyric acid,DAN,negative,2
81,False,False,RandomForest,CAR 16:0,DAN,negative,2
82,False,False,RandomForest,Carnitine,DAN,negative,2
83,False,False,RandomForest,Cholecalciferol,DAN,negative,2
84,False,True,RandomForest,Cholesterol,DAN,negative,2
85,True,False,MLP,Cytosine,DAN,negative,2
86,True,False,MLP,Dopamine,DAN,negative,2
87,True,True,MLP,Epinephrine,DAN,negative,2
88,True,False,MLP,Estradiol,DAN,negative,2
89,True,False,MLP,Flavin adenine dinucleotide,DAN,negative,2
90,True,False,MLP,Fumaric acid,DAN,negative,2
91,True,False,MLP,GM3 Ganglioside 18:0,DAN,negative,2
92,True,True,MLP,GlcCer d18:1/18:0,DAN,negative,2
93,True,False,MLP,Gluconic acid,DAN,negative,2
94,True,False,MLP,Glucosamine,DAN,negative,2
95,True,True,MLP,Glucosamine 6-phosphate,DAN,negative,2
96,True,False,MLP,Glucose,DAN,negative,2
97,False,False,MLP,Butyric acid,DAN,negative,2
98,False,False,MLP,CAR 16:0,DAN,negative,2
99,False,False,MLP,Carnitine,DAN,negative,2
100,False,False,MLP,Cholecalciferol,DAN,negative,2
101,False,False,MLP,Cholesterol,DAN,negative,2
102,True,False,GaussianProcess,Cytosine,DAN,negative,2
103,True,False,GaussianProcess,Dopamine,DAN,negative,2
104,True,True,GaussianProcess,Epinephrine,DAN,negative,2
105,True,False,GaussianProcess,Estradiol,DAN,negative,2
106,True,False,GaussianProcess,Flavin adenine dinucleotide,DAN,negative,2
107,True,False,GaussianProcess,Fumaric acid,DAN,negative,2
108,True,False,GaussianProcess,GM3 Ganglioside 18:0,DAN,negative,2
109,True,True,GaussianProcess,GlcCer d18:1/18:0,DAN,negative,2
110,True,False,GaussianProcess,Gluconic acid,DAN,negative,2
111,True,False,GaussianProcess,Glucosamine,DAN,negative,2
112,True,True,GaussianProcess,Glucosamine 6-phosphate,DAN,negative,2
113,True,False,GaussianProcess,Glucose,DAN,negative,2
114,False,True,GaussianProcess,Butyric acid,DAN,negative,2
115,False,False,GaussianProcess,CAR 16:0,DAN,negative,2
116,False,False,GaussianProcess,Carnitine,DAN,negative,2
117,False,False,GaussianProcess,Cholecalciferol,DAN,negative,2
118,False,False,GaussianProcess,Cholesterol,DAN,negative,2
0,True,False,Logistic_reg,Glucose 6-phosphate,DAN,negative,3
1,True,True,Logistic_reg,Glucosyl cholesterol,DAN,negative,3
2,True,False,Logistic_reg,Glutamic acid,DAN,negative,3
3,True,False,Logistic_reg,Glutamine,DAN,negative,3
4,True,True,Logistic_reg,Glutathione,DAN,negative,3
5,True,True,Logistic_reg,Glycerol 3-phosphate,DAN,negative,3
6,True,True,Logistic_reg,Guanine,DAN,negative,3
7,True,False,Logistic_reg,Histamine,DAN,negative,3
8,True,False,Logistic_reg,Histidine,DAN,negative,3
9,True,False,Logistic_reg,Homocysteine,DAN,negative,3
10,True,True,Logistic_reg,Hypoxanthine,DAN,negative,3
11,True,False,Logistic_reg,Kynurenine,DAN,negative,3
12,False,False,Logistic_reg,Cholesteryl acetate,DAN,negative,3
13,False,False,Logistic_reg,Cholesteryl ester 17:0,DAN,negative,3
14,False,False,Logistic_reg,Choline,DAN,negative,3
15,False,False,Logistic_reg,Cyclic adenosine monophosphate,DAN,negative,3
16,False,False,Logistic_reg,Cytidine monophosphate,DAN,negative,3
17,True,False,SVC_poly,Glucose 6-phosphate,DAN,negative,3
18,True,False,SVC_poly,Glucosyl cholesterol,DAN,negative,3
19,True,False,SVC_poly,Glutamic acid,DAN,negative,3
20,True,False,SVC_poly,Glutamine,DAN,negative,3
21,True,False,SVC_poly,Glutathione,DAN,negative,3
22,True,True,SVC_poly,Glycerol 3-phosphate,DAN,negative,3
23,True,False,SVC_poly,Guanine,DAN,negative,3
24,True,False,SVC_poly,Histamine,DAN,negative,3
25,True,False,SVC_poly,Histidine,DAN,negative,3
26,True,False,SVC_poly,Homocysteine,DAN,negative,3
27,True,True,SVC_poly,Hypoxanthine,DAN,negative,3
28,True,False,SVC_poly,Kynurenine,DAN,negative,3
29,False,False,SVC_poly,Cholesteryl acetate,DAN,negative,3
30,False,False,SVC_poly,Cholesteryl ester 17:0,DAN,negative,3
31,False,False,SVC_poly,Choline,DAN,negative,3
32,False,False,SVC_poly,Cyclic adenosine monophosphate,DAN,negative,3
33,False,False,SVC_poly,Cytidine monophosphate,DAN,negative,3
34,True,False,KNeighbors,Glucose 6-phosphate,DAN,negative,3
35,True,False,KNeighbors,Glucosyl cholesterol,DAN,negative,3
