,name_short,adduct,spot_intensity_bgr_corrected,pred_val,Matrix short,Polarity,formal_charge,detectability,matrix_obscured
67173,Butyric acid,[M]-,-0.0026793065,0.0061678046235247,DHAP,negative,0.0,False,0
67180,Butyric acid,-H,63.930786,0.0108432527224908,DHB,negative,0.0,False,1
67189,Butyric acid,[M]-,-0.026655184,0.0061678046235247,DHB,negative,0.0,False,0
67190,Butyric acid,+Cl,0.0,0.0061678046235247,DHB,negative,0.0,False,0
67197,Butyric acid,-H,7.45932,0.0078125398737665,MAPS,negative,0.0,False,1
67199,Butyric acid,[M]-,-0.021336364,0.0061678046235247,MAPS,negative,0.0,False,0
67205,Butyric acid,+Cl,-0.02352261,0.0061678046235247,MAPS,negative,0.0,False,0
67211,Butyric acid,-H,120.055725,0.0208533805424917,NEDC,negative,0.0,False,1
67218,Butyric acid,+Cl,-0.0116219735,0.0061678046235247,NEDC,negative,0.0,False,0
67219,Butyric acid,[M]-,-0.0120442035,0.0061678046235247,NEDC,negative,0.0,False,0
67228,Butyric acid,-H,734.5713,0.0203887267889913,NOR,negative,0.0,False,1
67238,Butyric acid,[M]-,-0.01427785,0.0061678046235247,NOR,negative,0.0,False,0
67259,Butyric acid,[M]+,-0.019440902,0.0061678046235247,9AA,positive,0.0,False,0
67260,Butyric acid,+K,-0.010257169,0.0061678046235247,9AA,positive,0.0,False,0
67261,Butyric acid,+Na,-0.030047467,0.0061678046235247,9AA,positive,0.0,False,0
67273,Butyric acid,+H,-1.7769315,0.0061678046235247,9AA,positive,0.0,False,0
67276,Butyric acid,+Na,11.588791,0.008524071700945,CHCA,positive,0.0,False,1
67280,Butyric acid,+H,-19.548843,0.0191198851369003,CHCA,positive,0.0,False,0
67281,Butyric acid,+K,3.9091415,0.0048200659459771,CHCA,positive,0.0,False,1
67294,Butyric acid,[M]+,-0.012842889,0.0061678046235247,CHCA,positive,0.0,False,0
67301,Butyric acid,+H,3.1045218,0.003580420195992,ClCCA,positive,0.0,False,0
67302,Butyric acid,+Na,-0.6805687,0.0063785758421716,ClCCA,positive,0.0,False,0
67303,Butyric acid,+K,-0.3381096,0.0061678046235247,ClCCA,positive,0.0,False,0
67313,Butyric acid,[M]+,-0.005083755,0.0061678046235247,ClCCA,positive,0.0,False,0
67321,Butyric acid,+Na,13.642933,0.0034801325388197,DAN,positive,0.0,False,0
67325,Butyric acid,+H,6.850115,0.002079418082682,DAN,positive,0.0,False,0
67327,Butyric acid,[M]+,-0.015589335,0.0061678046235247,DAN,positive,0.0,False,0
67330,Butyric acid,+K,-0.038650483,0.0061678046235247,DAN,positive,0.0,False,0
67349,Butyric acid,+H,0.8376484,0.0028167331135704,DHAP,positive,0.0,False,0
67351,Butyric acid,+Na,1.0008926,0.0020086823259009,DHAP,positive,0.0,False,0
67353,Butyric acid,[M]+,-0.0052499287,0.0061678046235247,DHAP,positive,0.0,False,0
67362,Butyric acid,+K,-0.13918099,0.0061678046235247,DHAP,positive,0.0,False,0
67371,Butyric acid,+H,-35.198776,0.0156208191193688,DHB,positive,0.0,False,0
67375,Butyric acid,+Na,52.314037,0.0087954793942383,DHB,positive,0.0,False,1
67380,Butyric acid,+K,20.7478,0.0033564354788998,DHB,positive,0.0,False,0
67381,Butyric acid,[M]+,-0.016066672,0.0061678046235247,DHB,positive,0.0,False,0
67389,Butyric acid,+H,-0.4962192,0.0061678046235247,MAPS,positive,0.0,False,0
67393,Butyric acid,+K,-0.03028327,0.0061678046235247,MAPS,positive,0.0,False,0
67405,Butyric acid,[M]+,-0.029093176,0.0061678046235247,MAPS,positive,0.0,False,0
67406,Butyric acid,+Na,-0.05876554,0.0061678046235247,MAPS,positive,0.0,False,0
67425,Butyric acid,+K,-0.020063771,0.0061678046235247,NEDC,positive,0.0,False,0
67429,Butyric acid,+Na,1.2378478,0.0015387658007419,NEDC,positive,0.0,False,0
67430,Butyric acid,+H,0.43289906,0.0053877152818559,NEDC,positive,0.0,False,0
67433,Butyric acid,[M]+,-0.019906871,0.0061678046235247,NEDC,positive,0.0,False,0
67438,Butyric acid,+H,6.010681,0.0107844038027332,NOR,positive,0.0,False,1
67443,Butyric acid,+Na,33.774796,0.0212188536718765,NOR,positive,0.0,False,0
67444,Butyric acid,+K,-0.02927286,0.0061678046235247,NOR,positive,0.0,False,0
67445,Butyric acid,[M]+,-0.01776101,0.0061678046235247,NOR,positive,0.0,False,0
67480,Butyric acid,+Na,0.63459396,0.0067809232660221,CMBT,positive,0.0,False,0
67490,Butyric acid,+K,-0.01772238,0.0061678046235247,CMBT,positive,0.0,False,0
67493,Butyric acid,+H,3.5506048,0.0031084518640345,CMBT,positive,0.0,False,0
67495,Butyric acid,[M]+,-0.009430483,0.0061678046235247,CMBT,positive,0.0,False,0
67498,Butyric acid,-H,18.715813,0.0098508252011303,CMBT,negative,0.0,False,1
67501,Butyric acid,+Cl,-0.0059835734,0.0061678046235247,CMBT,negative,0.0,False,0
67502,Butyric acid,[M]-,-0.02082623,0.0061678046235247,CMBT,negative,0.0,False,0
67517,Butyric acid,+H,-5.6039257,0.0091352426831749,pNA,positive,0.0,False,0
67528,Butyric acid,+Na,-2.6987927,0.0054673064067503,pNA,positive,0.0,False,0
67529,Butyric acid,[M]+,1.2054822,0.0014919004794952,pNA,positive,0.0,False,0
67530,Butyric acid,+K,-0.020746838,0.0061678046235247,pNA,positive,0.0,False,0
67536,Butyric acid,-H,10.331039,0.0107072576530854,pNA,negative,0.0,False,1
67537,Butyric acid,+Cl,6.596245,0.0041542353963415,pNA,negative,0.0,False,0
67540,Butyric acid,[M]-,-0.026386144,0.0061678046235247,pNA,negative,0.0,False,0
67555,Glycerophosphocholine,+Cl,168.97842,0.0270714073435225,9AA,negative,0.0,False,1
67581,Glycerophosphocholine,-H,19.7396,0.0029390391994299,9AA,negative,0.0,False,0
67582,Glycerophosphocholine,[M]-,-0.12052389,0.0061678046235247,9AA,negative,0.0,False,0
67586,Glycerophosphocholine,+Cl,-11.225658,0.0100179931828037,CHCA,negative,0.0,False,0
67601,Glycerophosphocholine,-H,-0.06235121,0.0061678046235247,CHCA,negative,0.0,False,0
67608,Glycerophosphocholine,[M]-,-0.011176918,0.0061678046235247,CHCA,negative,0.0,False,0
67613,Glycerophosphocholine,-H,-0.012670813,0.0061678046235247,ClCCA,negative,0.0,False,0
67626,Glycerophosphocholine,+Cl,-0.05771663,0.0061678046235247,ClCCA,negative,0.0,False,0
67633,Glycerophosphocholine,[M]-,-0.00498586,0.0061678046235247,ClCCA,negative,0.0,False,0
67653,Glycerophosphocholine,-H,22.573837,0.0088115628635298,DAN,negative,0.0,False,1
67665,Glycerophosphocholine,[M]-,1.1141646,0.0018019287916722,DAN,negative,0.0,False,0
67677,Glycerophosphocholine,+Cl,14.22345,0.0059100568361096,DAN,negative,0.0,False,1
67691,Glycerophosphocholine,-H,-0.009339131,0.0061678046235247,DHAP,negative,0.0,False,0
67695,Glycerophosphocholine,+Cl,1.0994416,0.0017297089585372,DHAP,negative,0.0,False,0
67696,Glycerophosphocholine,[M]-,-0.026432145,0.0061678046235247,DHAP,negative,0.0,False,0
67717,Glycerophosphocholine,+Cl,-0.0093299085,0.0061678046235247,DHB,negative,0.0,False,0
67728,Glycerophosphocholine,-H,-0.0083822375,0.0061678046235247,DHB,negative,0.0,False,0
67739,Glycerophosphocholine,[M]-,-0.01789009,0.0061678046235247,DHB,negative,0.0,False,0
67746,Glycerophosphocholine,+Cl,-1.6575649,0.0061678046235247,MAPS,negative,0.0,False,0
67753,Glycerophosphocholine,-H,-0.21578926,0.0061678046235247,MAPS,negative,0.0,False,0
67770,Glycerophosphocholine,[M]-,-0.028526973,0.0061678046235247,MAPS,negative,0.0,False,0
67789,Glycerophosphocholine,+Cl,2.8833077,0.0042013564953105,NEDC,negative,0.0,False,0
67792,Glycerophosphocholine,[M]-,-0.013005634,0.0061678046235247,NEDC,negative,0.0,False,0
67793,Glycerophosphocholine,-H,-0.017050384,0.0061678046235247,NEDC,negative,0.0,False,0
67812,Glycerophosphocholine,-H,-1.2164567,0.0061290155410719,NOR,negative,0.0,False,0
67814,Glycerophosphocholine,+Cl,90.07117,0.0093187925085222,NOR,negative,0.0,False,1
67824,Glycerophosphocholine,[M]-,-0.043968473,0.0061678046235247,NOR,negative,0.0,False,0
67867,Glycerophosphocholine,+Na,14209.894,0.9996775045655018,9AA,positive,0.0,True,0
67868,Glycerophosphocholine,+H,10084.105,0.9795387606705288,9AA,positive,0.0,True,1
67872,Glycerophosphocholine,+K,25.534357,0.9302653893327354,9AA,positive,0.0,True,0
67879,Glycerophosphocholine,[M]+,-8.959426,0.0061678046235247,9AA,positive,0.0,False,0
67896,Glycerophosphocholine,+H,38416.72,0.9997214091408008,CHCA,positive,0.0,True,0
67898,Glycerophosphocholine,+Na,10895.597,0.999723877044475,CHCA,positive,0.0,True,0
67900,Glycerophosphocholine,+K,1364.61,0.9995020047841856,CHCA,positive,0.0,True,0
67924,Glycerophosphocholine,[M]+,-0.10842147,0.0061678046235247,CHCA,positive,0.0,False,0
67940,Glycerophosphocholine,+H,6602.9165,0.999687489188288,ClCCA,positive,0.0,True,0
67941,Glycerophosphocholine,+Na,1937.5306,0.999706791695536,ClCCA,positive,0.0,True,0
67942,Glycerophosphocholine,+K,391.8118,0.99939796053994,ClCCA,positive,0.0,True,0
67959,Glycerophosphocholine,[M]+,-0.0084369285,0.0061678046235247,ClCCA,positive,0.0,False,0
67984,Glycerophosphocholine,+H,6291.7515,0.9739704452382149,DAN,positive,0.0,True,1
67988,Glycerophosphocholine,+Na,2562.396,0.997473859909632,DAN,positive,0.0,True,0
67989,Glycerophosphocholine,+K,103.01491,0.9849028822666004,DAN,positive,0.0,True,0
67993,Glycerophosphocholine,[M]+,22.58368,0.0048312956020258,DAN,positive,0.0,False,1
68028,Glycerophosphocholine,+H,1266.2789,0.9983298756367588,DHAP,positive,0.0,True,0
68029,Glycerophosphocholine,+Na,2258.1135,0.01,DHAP,positive,0.0,False,0
68030,Glycerophosphocholine,+K,423.41946,0.775481551750017,DHAP,positive,0.0,False,1
68059,Glycerophosphocholine,[M]+,-0.006360684,0.0061678046235247,DHAP,positive,0.0,False,0
68072,Glycerophosphocholine,+Na,22928.531,0.9996591092713344,DHB,positive,0.0,True,0
68073,Glycerophosphocholine,+H,13334.229,0.9997062214442042,DHB,positive,0.0,True,0
68074,Glycerophosphocholine,+K,2023.1083,0.9993630868735563,DHB,positive,0.0,True,0
68092,Glycerophosphocholine,[M]+,-0.01455199,0.0061678046235247,DHB,positive,0.0,False,0
68154,Glycerophosphocholine,[M]+,-0.020587623,0.0061678046235247,MAPS,positive,0.0,False,0
68155,Glycerophosphocholine,+K,-0.016304169,0.0061678046235247,MAPS,positive,0.0,False,0
68156,Glycerophosphocholine,+Na,-0.19115925,0.0061678046235247,MAPS,positive,0.0,False,0
68158,Glycerophosphocholine,+H,0.8853966,0.0017111968374148,MAPS,positive,0.0,False,0
68160,Glycerophosphocholine,+H,113.99457,0.81,NEDC,positive,0.0,True,0
68163,Glycerophosphocholine,+Na,67.88383,0.5803711293177145,NEDC,positive,0.0,False,0
68189,Glycerophosphocholine,+K,9.310694,0.0144128817864902,NEDC,positive,0.0,False,0
68205,Glycerophosphocholine,[M]+,-0.13903363,0.0061678046235247,NEDC,positive,0.0,False,0
68207,Glycerophosphocholine,+H,26793.752,0.9758523903080252,NOR,positive,0.0,True,1
68209,Glycerophosphocholine,+Na,10977.68,0.9996790606808056,NOR,positive,0.0,True,0
68219,Glycerophosphocholine,+K,32.645977,0.9804884410023672,NOR,positive,0.0,True,0
68227,Glycerophosphocholine,[M]+,5.324768,0.003758314248726,NOR,positive,0.0,False,0
68284,Glycerophosphocholine,+H,2250.1204,0.9985246947403492,CMBT,positive,0.0,True,0
68285,Glycerophosphocholine,+Na,945.3805,0.9988598150514516,CMBT,positive,0.0,True,0
68290,Glycerophosphocholine,+K,46.883728,0.980910332380454,CMBT,positive,0.0,True,0
68316,Glycerophosphocholine,[M]+,-0.0056902193,0.0061678046235247,CMBT,positive,0.0,False,0
68330,Glycerophosphocholine,+Cl,1.2764584,0.0015712859015955,CMBT,negative,0.0,False,0
68347,Glycerophosphocholine,[M]-,-0.009320988,0.0061678046235247,CMBT,negative,0.0,False,0
68348,Glycerophosphocholine,-H,-0.0033985358,0.0061678046235247,CMBT,negative,0.0,False,0
68361,Glycerophosphocholine,+H,21787.193,0.9996905240467552,pNA,positive,0.0,True,0
68362,Glycerophosphocholine,+Na,5997.246,0.9996042521411006,pNA,positive,0.0,True,0
68365,Glycerophosphocholine,+K,2008.6675,0.9990889566489424,pNA,positive,0.0,True,0
68382,Glycerophosphocholine,[M]+,-1.3529406,0.0063101658258831,pNA,positive,0.0,False,0
68403,Glycerophosphocholine,+Cl,109.561775,0.0619179975352918,pNA,negative,0.0,False,0
68420,Glycerophosphocholine,[M]-,-0.009285948,0.0061678046235247,pNA,negative,0.0,False,0
68421,Glycerophosphocholine,-H,1.5936668,0.0017429241907996,pNA,negative,0.0,False,0
68435,Glucosyl cholesterol,+Cl,548.4807,0.9981479672643442,9AA,negative,0.0,True,0
68437,Glucosyl cholesterol,-H,96.512085,0.9874376376443242,9AA,negative,0.0,True,0
68454,Glucosyl cholesterol,-H,1368.9746,0.9986873456382988,DAN,negative,0.0,True,0
68455,Glucosyl cholesterol,+Cl,486.05402,0.9985657016619436,DAN,negative,0.0,True,0
68469,Glucosyl cholesterol,+Cl,13.446779,0.81,DHAP,negative,0.0,True,0
68470,Glucosyl cholesterol,[M]-,-0.0044483193,0.0061678046235247,DHAP,negative,0.0,False,0
68477,Glucosyl cholesterol,-H,0.0,0.0061678046235247,DHAP,negative,0.0,False,0
68486,Glucosyl cholesterol,-H,85.18729,0.993622479626493,MAPS,negative,0.0,True,0
68488,Glucosyl cholesterol,+Cl,46.198215,0.982759920726738,MAPS,negative,0.0,True,0
68493,Glucosyl cholesterol,+Cl,2120.0261,0.9994786337051316,NEDC,negative,0.0,True,0
68506,Glucosyl cholesterol,[M]-,-0.0032612009,0.0061678046235247,NEDC,negative,0.0,False,0
68507,Glucosyl cholesterol,-H,3.7809772,0.0143530675631422,NEDC,negative,0.0,False,0
68509,Glucosyl cholesterol,+Cl,632.0863,0.997896904622242,NOR,negative,0.0,True,0
68511,Glucosyl cholesterol,-H,62.00591,0.979298305824464,NOR,negative,0.0,True,0
68518,Glucosyl cholesterol,[M]-,0.0,0.0061678046235247,NOR,negative,0.0,False,0
68523,Glucosyl cholesterol,+Na,792.0097,0.997089630757122,9AA,positive,0.0,True,0
68527,Glucosyl cholesterol,+K,22.367956,0.7481300502121769,9AA,positive,0.0,False,0
68532,Glucosyl cholesterol,[M]+,0.0,0.0061678046235247,9AA,positive,0.0,False,0
68537,Glucosyl cholesterol,+Na,19374.445,0.9995125074462948,CHCA,positive,0.0,True,0
68539,Glucosyl cholesterol,+K,1262.7229,0.998975132958094,CHCA,positive,0.0,True,0
68557,Glucosyl cholesterol,+Na,8581.877,0.9995543555905396,ClCCA,positive,0.0,True,0
68558,Glucosyl cholesterol,+K,1961.3451,0.999608907435968,ClCCA,positive,0.0,True,0
68576,Glucosyl cholesterol,+Na,7662.9585,0.9994928650019196,DAN,positive,0.0,True,0
68580,Glucosyl cholesterol,+K,67.18004,0.9776917584439524,DAN,positive,0.0,True,0
68592,Glucosyl cholesterol,+Na,13774.716,0.9995773480916648,DHAP,positive,0.0,True,0
68594,Glucosyl cholesterol,+K,814.516,0.9993752725908652,DHAP,positive,0.0,True,0
68603,Glucosyl cholesterol,[M]+,-0.008468672,0.0061678046235247,DHAP,positive,0.0,False,0
68619,Glucosyl cholesterol,+Na,50668.094,0.999591388128683,DHB,positive,0.0,True,0
68621,Glucosyl cholesterol,+K,2283.6626,0.998602586306094,DHB,positive,0.0,True,0
68636,Glucosyl cholesterol,+H,0.0,0.0061678046235247,DHB,positive,0.0,False,0
68648,Glucosyl cholesterol,+Na,308.7721,0.997059691632096,MAPS,positive,0.0,True,0
68658,Glucosyl cholesterol,+Na,885.8691,0.9984520502916344,NEDC,positive,0.0,True,0
68669,Glucosyl cholesterol,+H,0.0,0.0061678046235247,NEDC,positive,0.0,False,0
68676,Glucosyl cholesterol,+K,52.437645,0.2030267523446457,NEDC,positive,0.0,False,0
68680,Glucosyl cholesterol,[M]+,0.0,0.0061678046235247,NEDC,positive,0.0,False,0
68684,Glucosyl cholesterol,+Na,15677.19,0.9994585411703476,NOR,positive,0.0,True,0
68692,Glucosyl cholesterol,+K,86.24565,0.9783076060268052,NOR,positive,0.0,True,0
68718,Glucosyl cholesterol,+Na,38268.24,0.9994879164558338,CMBT,positive,0.0,True,0
68721,Glucosyl cholesterol,+K,820.10474,0.9986401627818652,CMBT,positive,0.0,True,0
68738,Glucosyl cholesterol,+Cl,176.55093,0.9976063993123566,CMBT,negative,0.0,True,0
68740,Glucosyl cholesterol,+Na,12097.088,0.999594701314498,pNA,positive,0.0,True,0
68746,Glucosyl cholesterol,+K,970.81024,0.9975123311288276,pNA,positive,0.0,True,0
68754,Glucosyl cholesterol,+H,-0.0066185757,0.0061678046235247,pNA,positive,0.0,False,0
68763,Glucosyl cholesterol,[M]+,-0.011917251,0.0061678046235247,pNA,positive,0.0,False,0
68773,Glucosyl cholesterol,+Cl,168.36452,0.9954353700584468,pNA,negative,0.0,True,0
68780,Glucosyl cholesterol,[M]-,17.390385,0.824362508038057,pNA,negative,0.0,True,0
68781,Glucosyl cholesterol,-H,35.360527,0.8676061489000902,pNA,negative,0.0,True,0
68785,3-Hydroxyanthranilic acid,-H,5635.4595,0.9774037865950118,9AA,negative,0.0,True,0
68793,3-Hydroxyanthranilic acid,+Cl,41.60611,0.9564858951894148,9AA,negative,0.0,True,0
68807,3-Hydroxyanthranilic acid,[M]-,1.3282442,0.0017297753811085,9AA,negative,0.0,False,0
68820,3-Hydroxyanthranilic acid,+Cl,-16.007776,0.0098739599464697,CHCA,negative,0.0,False,0
68826,3-Hydroxyanthranilic acid,[M]-,-0.058408387,0.0061678046235247,CHCA,negative,0.0,False,0
68827,3-Hydroxyanthranilic acid,-H,21.438843,0.0059532184583073,CHCA,negative,0.0,False,0
68845,3-Hydroxyanthranilic acid,-H,0.6745515,0.0017740381287975,ClCCA,negative,0.0,False,0
68848,3-Hydroxyanthranilic acid,[M]-,-0.018081505,0.0061678046235247,ClCCA,negative,0.0,False,0
68852,3-Hydroxyanthranilic acid,+Cl,-0.006915897,0.0061678046235247,ClCCA,negative,0.0,False,0
68868,3-Hydroxyanthranilic acid,-H,493.20224,0.43090216689712,DAN,negative,0.0,False,1
68871,3-Hydroxyanthranilic acid,[M]-,-0.25458413,0.0061678046235247,DAN,negative,0.0,False,0
68890,3-Hydroxyanthranilic acid,+Cl,-0.033250775,0.0061678046235247,DAN,negative,0.0,False,0
68911,3-Hydroxyanthranilic acid,[M]-,-0.020197358,0.0061678046235247,DHAP,negative,0.0,False,0
68914,3-Hydroxyanthranilic acid,+Cl,-0.04072625,0.0061678046235247,DHAP,negative,0.0,False,0
68915,3-Hydroxyanthranilic acid,-H,7.438771,0.1063165944332684,DHAP,negative,0.0,False,0
68927,3-Hydroxyanthranilic acid,+Cl,0.7207556,0.0044036493616714,DHB,negative,0.0,False,0
68928,3-Hydroxyanthranilic acid,[M]-,10.628761,0.0033856834786051,DHB,negative,0.0,False,0
68936,3-Hydroxyanthranilic acid,-H,12.625206,0.0089510885781171,DHB,negative,0.0,False,0
68949,3-Hydroxyanthranilic acid,-H,950.47253,0.9984162189032616,MAPS,negative,0.0,True,0
68958,3-Hydroxyanthranilic acid,[M]-,-0.08137888,0.0061678046235247,MAPS,negative,0.0,False,0
68966,3-Hydroxyanthranilic acid,+Cl,2.093979,0.0035416245746262,MAPS,negative,0.0,False,0
68976,3-Hydroxyanthranilic acid,-H,0.742813,0.0045965308507578,NEDC,negative,0.0,False,0
68984,3-Hydroxyanthranilic acid,+Cl,-0.009825747,0.0061678046235247,NEDC,negative,0.0,False,0
68987,3-Hydroxyanthranilic acid,[M]-,-0.01514851,0.0061678046235247,NEDC,negative,0.0,False,0
69010,3-Hydroxyanthranilic acid,[M]-,1.5811818,0.0046910256221559,NOR,negative,0.0,False,0
69018,3-Hydroxyanthranilic acid,-H,6781.2227,0.01,NOR,negative,0.0,False,0
69023,3-Hydroxyanthranilic acid,+Cl,36.56916,0.1843764676543844,NOR,negative,0.0,False,0
69057,3-Hydroxyanthranilic acid,+K,0.029719114,0.0059016660619462,9AA,positive,0.0,False,0
69064,3-Hydroxyanthranilic acid,+Na,4.0184293,0.0018200642368973,9AA,positive,0.0,False,0
69085,3-Hydroxyanthranilic acid,[M]+,5.9014587,0.0034061241302132,9AA,positive,0.0,False,0
69086,3-Hydroxyanthranilic acid,+H,-0.06477458,0.0061678046235247,9AA,positive,0.0,False,0
69089,3-Hydroxyanthranilic acid,+H,854.46674,0.9963801281769116,CHCA,positive,0.0,True,0
69095,3-Hydroxyanthranilic acid,[M]+,201.5563,0.0148200857311423,CHCA,positive,0.0,False,0
69117,3-Hydroxyanthranilic acid,+K,-0.060069304,0.0061678046235247,CHCA,positive,0.0,False,0
69122,3-Hydroxyanthranilic acid,+Na,14.445281,0.0015827607540001,CHCA,positive,0.0,False,0
69130,3-Hydroxyanthranilic acid,+Na,1.5584347,0.0015518592761722,ClCCA,positive,0.0,False,0
69135,3-Hydroxyanthranilic acid,[M]+,17.821505,0.2958803792913484,ClCCA,positive,0.0,False,0
69136,3-Hydroxyanthranilic acid,+K,1.0403188,0.0015333910829428,ClCCA,positive,0.0,False,0
69160,3-Hydroxyanthranilic acid,+H,129.4211,0.8333760762566401,ClCCA,positive,0.0,True,0
69177,3-Hydroxyanthranilic acid,[M]+,9.347847,0.0051001947930494,DAN,positive,0.0,False,1
69184,3-Hydroxyanthranilic acid,+H,27.902462,0.003990334435336,DAN,positive,0.0,False,0
69185,3-Hydroxyanthranilic acid,+Na,13.177977,0.0482192256173522,DAN,positive,0.0,False,0
69186,3-Hydroxyanthranilic acid,+K,0.0,0.0061678046235247,DAN,positive,0.0,False,0
69214,3-Hydroxyanthranilic acid,+Na,0.9486651,0.0018598287775581,DHAP,positive,0.0,False,0
69218,3-Hydroxyanthranilic acid,+K,-0.015252549,0.0061678046235247,DHAP,positive,0.0,False,0
69220,3-Hydroxyanthranilic acid,[M]+,5.616652,0.7804731367188728,DHAP,positive,0.0,False,0
69231,3-Hydroxyanthranilic acid,+H,23.555162,0.81,DHAP,positive,0.0,True,0
69235,3-Hydroxyanthranilic acid,+H,229.29086,0.0211867658850045,DHB,positive,0.0,False,1
69238,3-Hydroxyanthranilic acid,+Na,9.00188,0.0037521143907877,DHB,positive,0.0,False,0
69241,3-Hydroxyanthranilic acid,[M]+,109.91902,0.81,DHB,positive,0.0,True,0
69256,3-Hydroxyanthranilic acid,+K,-0.04124983,0.0061678046235247,DHB,positive,0.0,False,0
69274,3-Hydroxyanthranilic acid,+Na,-0.0060423813,0.0061678046235247,MAPS,positive,0.0,False,0
69275,3-Hydroxyanthranilic acid,+H,-0.011682667,0.0061678046235247,MAPS,positive,0.0,False,0
69301,3-Hydroxyanthranilic acid,+K,-0.0064569865,0.0061678046235247,MAPS,positive,0.0,False,0
69302,3-Hydroxyanthranilic acid,[M]+,-0.21035281,0.0061678046235247,MAPS,positive,0.0,False,0
69306,3-Hydroxyanthranilic acid,[M]+,-2.211707,0.0061678046235247,NEDC,positive,0.0,False,0
69315,3-Hydroxyanthranilic acid,+Na,-0.017327487,0.0061678046235247,NEDC,positive,0.0,False,0
69316,3-Hydroxyanthranilic acid,+H,-0.01512207,0.0061678046235247,NEDC,positive,0.0,False,0
69327,3-Hydroxyanthranilic acid,+K,-0.0061062006,0.0061678046235247,NEDC,positive,0.0,False,0
69346,3-Hydroxyanthranilic acid,[M]+,18.729128,0.002111449357039,NOR,positive,0.0,False,0
69355,3-Hydroxyanthranilic acid,+Na,190.72845,0.0391072675784861,NOR,positive,0.0,False,0
69370,3-Hydroxyanthranilic acid,+H,16.022999,0.0015363371324266,NOR,positive,0.0,False,0
69377,3-Hydroxyanthranilic acid,+K,29.655357,0.018152105050381,NOR,positive,0.0,False,0
69442,3-Hydroxyanthranilic acid,+H,4.830663,0.6347106519709155,CMBT,positive,0.0,False,0
69443,3-Hydroxyanthranilic acid,[M]+,0.90649605,0.0018703990720691,CMBT,positive,0.0,False,0
69444,3-Hydroxyanthranilic acid,+K,-0.0052137505,0.0061678046235247,CMBT,positive,0.0,False,0
69445,3-Hydroxyanthranilic acid,+Na,-0.0077499673,0.0061678046235247,CMBT,positive,0.0,False,0
69449,3-Hydroxyanthranilic acid,+Cl,-0.0034615358,0.0061678046235247,CMBT,negative,0.0,False,0
69466,3-Hydroxyanthranilic acid,[M]-,-0.0032656468,0.0061678046235247,CMBT,negative,0.0,False,0
69467,3-Hydroxyanthranilic acid,-H,-0.035258442,0.0061678046235247,CMBT,negative,0.0,False,0
69482,3-Hydroxyanthranilic acid,[M]+,-2.0509305,0.00557034401529,pNA,positive,0.0,False,0
69493,3-Hydroxyanthranilic acid,+H,4.4053526,0.0024222633475065,pNA,positive,0.0,False,0
69495,3-Hydroxyanthranilic acid,+Na,-0.056593884,0.0061678046235247,pNA,positive,0.0,False,0
69511,3-Hydroxyanthranilic acid,-H,104.19183,0.0710325681730526,pNA,negative,0.0,False,0
69512,3-Hydroxyanthranilic acid,+Cl,-0.03357764,0.0061678046235247,pNA,negative,0.0,False,0
69533,3-Hydroxyanthranilic acid,[M]-,-1.8403485,0.0058612435587751,pNA,negative,0.0,False,0
69536,3-Hydroxymethylglutaric acid,-H,0.47747254,0.002199279365556,9AA,negative,0.0,False,0
69539,3-Hydroxymethylglutaric acid,+Cl,0.0,0.0061678046235247,9AA,negative,0.0,False,0
69545,3-Hydroxymethylglutaric acid,[M]-,-3.1314662,0.0061678046235247,9AA,negative,0.0,False,0
69569,3-Hydroxymethylglutaric acid,[M]-,-0.52140164,0.0061678046235247,CHCA,negative,0.0,False,0
69573,3-Hydroxymethylglutaric acid,+Cl,-1.6949412,0.0061678046235247,CHCA,negative,0.0,False,0
69576,3-Hydroxymethylglutaric acid,-H,-0.039453033,0.0061678046235247,CHCA,negative,0.0,False,0
69583,3-Hydroxymethylglutaric acid,-H,579.8331,0.9986051489192904,ClCCA,negative,0.0,True,0
69595,3-Hydroxymethylglutaric acid,+Cl,3.5522869,0.0027557691000989,ClCCA,negative,0.0,False,0
69602,3-Hydroxymethylglutaric acid,[M]-,-0.23145662,0.0061678046235247,ClCCA,negative,0.0,False,0
69608,3-Hydroxymethylglutaric acid,-H,-0.6371491,0.0059443055901829,DAN,negative,0.0,False,0
69611,3-Hydroxymethylglutaric acid,+Cl,0.0,0.0061678046235247,DAN,negative,0.0,False,0
69617,3-Hydroxymethylglutaric acid,[M]-,19.06305,0.0079056678067805,DAN,negative,0.0,False,1
69634,3-Hydroxymethylglutaric acid,-H,2897.0745,0.999312269758586,DHAP,negative,0.0,True,0
69641,3-Hydroxymethylglutaric acid,+Cl,-0.007618879,0.0061678046235247,DHAP,negative,0.0,False,0
69648,3-Hydroxymethylglutaric acid,[M]-,-0.034034565,0.0061678046235247,DHAP,negative,0.0,False,0
69668,3-Hydroxymethylglutaric acid,[M]-,1.7605305,0.0017632472947331,DHB,negative,0.0,False,0
69671,3-Hydroxymethylglutaric acid,-H,0.0,0.0061678046235247,DHB,negative,0.0,False,0
69674,3-Hydroxymethylglutaric acid,+Cl,-0.03819423,0.0061678046235247,DHB,negative,0.0,False,0
69681,3-Hydroxymethylglutaric acid,-H,4850.6377,0.9995474508604676,MAPS,negative,0.0,True,0
