,observed_value,prediction,classifier,name_short,matrix,polarity,fold
21,2,2,SVC_rbf,Glutathione,DAN,negative,4
22,0,3,SVC_rbf,Glycerophosphocholine,DAN,negative,4
23,0,2,SVC_rbf,Glycine,DAN,negative,4
24,2,2,SVC_rbf,Histidine,DAN,negative,4
25,1,0,SVC_rbf,Hypoxanthine,DAN,negative,4
26,1,2,SVC_rbf,Kynurenine,DAN,negative,4
27,1,2,SVC_rbf,L-Dopa,DAN,negative,4
28,1,3,SVC_rbf,Lyso PC 15:0,DAN,negative,4
29,1,3,SVC_rbf,Lyso PG 16:0,DAN,negative,4
30,0,3,SVC_rbf,MG 18:1,DAN,negative,4
31,1,3,SVC_rbf,Melatonin,DAN,negative,4
32,1,2,SVC_rbf,Methionine,DAN,negative,4
33,1,3,SVC_rbf,Mevalonic acid,DAN,negative,4
34,0,3,SVC_poly,Arachidonic acid,DAN,negative,4
35,0,3,SVC_poly,Choline,DAN,negative,4
36,0,3,SVC_poly,Dihydroxyacetone phosphate,DAN,negative,4
37,0,3,SVC_poly,Flavin mononucleotide,DAN,negative,4
38,2,2,SVC_poly,Glutathione,DAN,negative,4
39,0,3,SVC_poly,Glycerophosphocholine,DAN,negative,4
40,0,2,SVC_poly,Glycine,DAN,negative,4
41,2,2,SVC_poly,Histidine,DAN,negative,4
42,1,3,SVC_poly,Hypoxanthine,DAN,negative,4
43,1,2,SVC_poly,Kynurenine,DAN,negative,4
44,1,2,SVC_poly,L-Dopa,DAN,negative,4
45,1,3,SVC_poly,Lyso PC 15:0,DAN,negative,4
46,1,3,SVC_poly,Lyso PG 16:0,DAN,negative,4
47,0,3,SVC_poly,MG 18:1,DAN,negative,4
48,1,3,SVC_poly,Melatonin,DAN,negative,4
49,1,2,SVC_poly,Methionine,DAN,negative,4
50,1,3,SVC_poly,Mevalonic acid,DAN,negative,4
51,0,0,KNeighbors,Arachidonic acid,DAN,negative,4
52,0,0,KNeighbors,Choline,DAN,negative,4
53,0,0,KNeighbors,Dihydroxyacetone phosphate,DAN,negative,4
54,0,1,KNeighbors,Flavin mononucleotide,DAN,negative,4
55,2,1,KNeighbors,Glutathione,DAN,negative,4
56,0,1,KNeighbors,Glycerophosphocholine,DAN,negative,4
57,0,1,KNeighbors,Glycine,DAN,negative,4
58,2,1,KNeighbors,Histidine,DAN,negative,4
59,1,0,KNeighbors,Hypoxanthine,DAN,negative,4
60,1,1,KNeighbors,Kynurenine,DAN,negative,4
61,1,2,KNeighbors,L-Dopa,DAN,negative,4
62,1,3,KNeighbors,Lyso PC 15:0,DAN,negative,4
63,1,1,KNeighbors,Lyso PG 16:0,DAN,negative,4
64,0,1,KNeighbors,MG 18:1,DAN,negative,4
65,1,0,KNeighbors,Melatonin,DAN,negative,4
66,1,0,KNeighbors,Methionine,DAN,negative,4
67,1,2,KNeighbors,Mevalonic acid,DAN,negative,4
68,0,3,DecisionTree,Arachidonic acid,DAN,negative,4
69,0,1,DecisionTree,Choline,DAN,negative,4
70,0,1,DecisionTree,Dihydroxyacetone phosphate,DAN,negative,4
71,0,1,DecisionTree,Flavin mononucleotide,DAN,negative,4
72,2,2,DecisionTree,Glutathione,DAN,negative,4
73,0,1,DecisionTree,Glycerophosphocholine,DAN,negative,4
74,0,2,DecisionTree,Glycine,DAN,negative,4
75,2,2,DecisionTree,Histidine,DAN,negative,4
76,1,2,DecisionTree,Hypoxanthine,DAN,negative,4
77,1,2,DecisionTree,Kynurenine,DAN,negative,4
78,1,2,DecisionTree,L-Dopa,DAN,negative,4
79,1,3,DecisionTree,Lyso PC 15:0,DAN,negative,4
80,1,1,DecisionTree,Lyso PG 16:0,DAN,negative,4
81,0,1,DecisionTree,MG 18:1,DAN,negative,4
82,1,2,DecisionTree,Melatonin,DAN,negative,4
83,1,2,DecisionTree,Methionine,DAN,negative,4
84,1,1,DecisionTree,Mevalonic acid,DAN,negative,4
85,0,3,RandomForest,Arachidonic acid,DAN,negative,4
86,0,1,RandomForest,Choline,DAN,negative,4
87,0,1,RandomForest,Dihydroxyacetone phosphate,DAN,negative,4
88,0,1,RandomForest,Flavin mononucleotide,DAN,negative,4
89,2,2,RandomForest,Glutathione,DAN,negative,4
90,0,1,RandomForest,Glycerophosphocholine,DAN,negative,4
91,0,2,RandomForest,Glycine,DAN,negative,4
92,2,0,RandomForest,Histidine,DAN,negative,4
93,1,0,RandomForest,Hypoxanthine,DAN,negative,4
94,1,2,RandomForest,Kynurenine,DAN,negative,4
95,1,2,RandomForest,L-Dopa,DAN,negative,4
96,1,3,RandomForest,Lyso PC 15:0,DAN,negative,4
97,1,1,RandomForest,Lyso PG 16:0,DAN,negative,4
98,0,1,RandomForest,MG 18:1,DAN,negative,4
99,1,2,RandomForest,Melatonin,DAN,negative,4
100,1,0,RandomForest,Methionine,DAN,negative,4
101,1,1,RandomForest,Mevalonic acid,DAN,negative,4
102,0,3,MLP,Arachidonic acid,DAN,negative,4
103,0,3,MLP,Choline,DAN,negative,4
104,0,3,MLP,Dihydroxyacetone phosphate,DAN,negative,4
105,0,3,MLP,Flavin mononucleotide,DAN,negative,4
106,2,2,MLP,Glutathione,DAN,negative,4
107,0,3,MLP,Glycerophosphocholine,DAN,negative,4
108,0,2,MLP,Glycine,DAN,negative,4
109,2,2,MLP,Histidine,DAN,negative,4
110,1,2,MLP,Hypoxanthine,DAN,negative,4
111,1,2,MLP,Kynurenine,DAN,negative,4
112,1,2,MLP,L-Dopa,DAN,negative,4
113,1,3,MLP,Lyso PC 15:0,DAN,negative,4
114,1,3,MLP,Lyso PG 16:0,DAN,negative,4
115,0,3,MLP,MG 18:1,DAN,negative,4
116,1,3,MLP,Melatonin,DAN,negative,4
117,1,2,MLP,Methionine,DAN,negative,4
118,1,3,MLP,Mevalonic acid,DAN,negative,4
0,0,0,Logistic_reg,Dihydroxyacetone,DAN,negative,5
1,0,0,Logistic_reg,"Fructose 1,6-bisphosphate",DAN,negative,5
2,0,1,Logistic_reg,Indole,DAN,negative,5
3,3,0,Logistic_reg,Lyso PI 17:1,DAN,negative,5
4,2,0,Logistic_reg,Malic acid,DAN,negative,5
5,1,0,Logistic_reg,Myo-inositol 1-phosphate,DAN,negative,5
6,2,0,Logistic_reg,N-Acetylaspartic acid,DAN,negative,5
7,1,0,Logistic_reg,N-Acetylgalactosamine 6-phosphate,DAN,negative,5
8,1,0,Logistic_reg,N-Acetylglucosamine,DAN,negative,5
9,0,3,Logistic_reg,"N6,N6,N6-Trimethyllysine",DAN,negative,5
10,1,3,Logistic_reg,Nicotinamide adenine dinucleotide (NAD),DAN,negative,5
11,1,3,Logistic_reg,"Nicotinamide adenine dinucleotide, reduced (NADH)",DAN,negative,5
12,1,3,Logistic_reg,Nicotinic acid,DAN,negative,5
13,1,3,Logistic_reg,Ornithine,DAN,negative,5
14,1,0,Logistic_reg,Orotic acid,DAN,negative,5
15,0,0,Logistic_reg,PC (O) C16-18:1,DAN,negative,5
16,0,0,Logistic_reg,Phylloquinone,DAN,negative,5
17,0,1,SVC_rbf,Dihydroxyacetone,DAN,negative,5
18,0,1,SVC_rbf,"Fructose 1,6-bisphosphate",DAN,negative,5
19,0,3,SVC_rbf,Indole,DAN,negative,5
20,3,1,SVC_rbf,Lyso PI 17:1,DAN,negative,5
21,2,1,SVC_rbf,Malic acid,DAN,negative,5
22,1,1,SVC_rbf,Myo-inositol 1-phosphate,DAN,negative,5
23,2,1,SVC_rbf,N-Acetylaspartic acid,DAN,negative,5
24,1,0,SVC_rbf,N-Acetylgalactosamine 6-phosphate,DAN,negative,5
25,1,0,SVC_rbf,N-Acetylglucosamine,DAN,negative,5
26,0,2,SVC_rbf,"N6,N6,N6-Trimethyllysine",DAN,negative,5
27,1,2,SVC_rbf,Nicotinamide adenine dinucleotide (NAD),DAN,negative,5
28,1,2,SVC_rbf,"Nicotinamide adenine dinucleotide, reduced (NADH)",DAN,negative,5
29,1,2,SVC_rbf,Nicotinic acid,DAN,negative,5
30,1,2,SVC_rbf,Ornithine,DAN,negative,5
31,1,2,SVC_rbf,Orotic acid,DAN,negative,5
32,0,1,SVC_rbf,PC (O) C16-18:1,DAN,negative,5
33,0,0,SVC_rbf,Phylloquinone,DAN,negative,5
34,0,0,SVC_poly,Dihydroxyacetone,DAN,negative,5
35,0,0,SVC_poly,"Fructose 1,6-bisphosphate",DAN,negative,5
36,0,3,SVC_poly,Indole,DAN,negative,5
37,3,0,SVC_poly,Lyso PI 17:1,DAN,negative,5
38,2,0,SVC_poly,Malic acid,DAN,negative,5
39,1,0,SVC_poly,Myo-inositol 1-phosphate,DAN,negative,5
40,2,0,SVC_poly,N-Acetylaspartic acid,DAN,negative,5
41,1,3,SVC_poly,N-Acetylgalactosamine 6-phosphate,DAN,negative,5
42,1,3,SVC_poly,N-Acetylglucosamine,DAN,negative,5
43,0,2,SVC_poly,"N6,N6,N6-Trimethyllysine",DAN,negative,5
44,1,2,SVC_poly,Nicotinamide adenine dinucleotide (NAD),DAN,negative,5
45,1,0,SVC_poly,"Nicotinamide adenine dinucleotide, reduced (NADH)",DAN,negative,5
46,1,0,SVC_poly,Nicotinic acid,DAN,negative,5
47,1,2,SVC_poly,Ornithine,DAN,negative,5
48,1,0,SVC_poly,Orotic acid,DAN,negative,5
49,0,0,SVC_poly,PC (O) C16-18:1,DAN,negative,5
50,0,0,SVC_poly,Phylloquinone,DAN,negative,5
51,0,0,KNeighbors,Dihydroxyacetone,DAN,negative,5
52,0,1,KNeighbors,"Fructose 1,6-bisphosphate",DAN,negative,5
53,0,0,KNeighbors,Indole,DAN,negative,5
54,3,1,KNeighbors,Lyso PI 17:1,DAN,negative,5
55,2,1,KNeighbors,Malic acid,DAN,negative,5
56,1,1,KNeighbors,Myo-inositol 1-phosphate,DAN,negative,5
57,2,2,KNeighbors,N-Acetylaspartic acid,DAN,negative,5
58,1,1,KNeighbors,N-Acetylgalactosamine 6-phosphate,DAN,negative,5
59,1,1,KNeighbors,N-Acetylglucosamine,DAN,negative,5
60,0,2,KNeighbors,"N6,N6,N6-Trimethyllysine",DAN,negative,5
61,1,1,KNeighbors,Nicotinamide adenine dinucleotide (NAD),DAN,negative,5
62,1,2,KNeighbors,"Nicotinamide adenine dinucleotide, reduced (NADH)",DAN,negative,5
63,1,2,KNeighbors,Nicotinic acid,DAN,negative,5
64,1,1,KNeighbors,Ornithine,DAN,negative,5
65,1,1,KNeighbors,Orotic acid,DAN,negative,5
66,0,1,KNeighbors,PC (O) C16-18:1,DAN,negative,5
67,0,0,KNeighbors,Phylloquinone,DAN,negative,5
68,0,1,DecisionTree,Dihydroxyacetone,DAN,negative,5
69,0,1,DecisionTree,"Fructose 1,6-bisphosphate",DAN,negative,5
70,0,0,DecisionTree,Indole,DAN,negative,5
71,3,1,DecisionTree,Lyso PI 17:1,DAN,negative,5
72,2,1,DecisionTree,Malic acid,DAN,negative,5
73,1,1,DecisionTree,Myo-inositol 1-phosphate,DAN,negative,5
74,2,2,DecisionTree,N-Acetylaspartic acid,DAN,negative,5
75,1,0,DecisionTree,N-Acetylgalactosamine 6-phosphate,DAN,negative,5
76,1,0,DecisionTree,N-Acetylglucosamine,DAN,negative,5
77,0,2,DecisionTree,"N6,N6,N6-Trimethyllysine",DAN,negative,5
78,1,2,DecisionTree,Nicotinamide adenine dinucleotide (NAD),DAN,negative,5
79,1,2,DecisionTree,"Nicotinamide adenine dinucleotide, reduced (NADH)",DAN,negative,5
80,1,2,DecisionTree,Nicotinic acid,DAN,negative,5
81,1,1,DecisionTree,Ornithine,DAN,negative,5
82,1,1,DecisionTree,Orotic acid,DAN,negative,5
83,0,1,DecisionTree,PC (O) C16-18:1,DAN,negative,5
84,0,0,DecisionTree,Phylloquinone,DAN,negative,5
85,0,1,RandomForest,Dihydroxyacetone,DAN,negative,5
86,0,1,RandomForest,"Fructose 1,6-bisphosphate",DAN,negative,5
87,0,0,RandomForest,Indole,DAN,negative,5
88,3,1,RandomForest,Lyso PI 17:1,DAN,negative,5
89,2,1,RandomForest,Malic acid,DAN,negative,5
90,1,1,RandomForest,Myo-inositol 1-phosphate,DAN,negative,5
91,2,2,RandomForest,N-Acetylaspartic acid,DAN,negative,5
92,1,1,RandomForest,N-Acetylgalactosamine 6-phosphate,DAN,negative,5
93,1,1,RandomForest,N-Acetylglucosamine,DAN,negative,5
94,0,2,RandomForest,"N6,N6,N6-Trimethyllysine",DAN,negative,5
95,1,2,RandomForest,Nicotinamide adenine dinucleotide (NAD),DAN,negative,5
96,1,2,RandomForest,"Nicotinamide adenine dinucleotide, reduced (NADH)",DAN,negative,5
97,1,2,RandomForest,Nicotinic acid,DAN,negative,5
98,1,1,RandomForest,Ornithine,DAN,negative,5
99,1,1,RandomForest,Orotic acid,DAN,negative,5
100,0,1,RandomForest,PC (O) C16-18:1,DAN,negative,5
101,0,0,RandomForest,Phylloquinone,DAN,negative,5
102,0,1,MLP,Dihydroxyacetone,DAN,negative,5
103,0,1,MLP,"Fructose 1,6-bisphosphate",DAN,negative,5
104,0,3,MLP,Indole,DAN,negative,5
105,3,1,MLP,Lyso PI 17:1,DAN,negative,5
106,2,1,MLP,Malic acid,DAN,negative,5
107,1,1,MLP,Myo-inositol 1-phosphate,DAN,negative,5
108,2,1,MLP,N-Acetylaspartic acid,DAN,negative,5
109,1,0,MLP,N-Acetylgalactosamine 6-phosphate,DAN,negative,5
110,1,0,MLP,N-Acetylglucosamine,DAN,negative,5
111,0,2,MLP,"N6,N6,N6-Trimethyllysine",DAN,negative,5
112,1,2,MLP,Nicotinamide adenine dinucleotide (NAD),DAN,negative,5
113,1,2,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",DAN,negative,5
114,1,2,MLP,Nicotinic acid,DAN,negative,5
115,1,2,MLP,Ornithine,DAN,negative,5
116,1,0,MLP,Orotic acid,DAN,negative,5
117,0,1,MLP,PC (O) C16-18:1,DAN,negative,5
118,0,0,MLP,Phylloquinone,DAN,negative,5
0,0,3,Logistic_reg,Kynurenic acid,DAN,negative,6
1,0,3,Logistic_reg,Lyso PA 18:1,DAN,negative,6
2,0,2,Logistic_reg,Lyso PE 18:0,DAN,negative,6
3,3,2,Logistic_reg,Lyso PS 17:1,DAN,negative,6
4,0,1,Logistic_reg,Malonic acid,DAN,negative,6
5,2,3,Logistic_reg,N-Acetylaspartylglutamic acid,DAN,negative,6
6,2,2,Logistic_reg,Oxidized glutathione,DAN,negative,6
7,1,2,Logistic_reg,PE 18:0-20:4,DAN,negative,6
8,1,3,Logistic_reg,PI(5)P 18:1,DAN,negative,6
9,0,1,Logistic_reg,Palmitic acid,DAN,negative,6
10,1,3,Logistic_reg,Pantetheine,DAN,negative,6
11,1,3,Logistic_reg,Pantothenic acid,DAN,negative,6
12,1,2,Logistic_reg,Phenylalanine,DAN,negative,6
13,1,1,Logistic_reg,Phosphoenolpyruvic acid,DAN,negative,6
14,0,3,Logistic_reg,Propionylcarnitine,DAN,negative,6
15,1,2,Logistic_reg,Pyridoxine,DAN,negative,6
16,1,2,Logistic_reg,Quinolinic acid,DAN,negative,6
17,0,2,SVC_rbf,Kynurenic acid,DAN,negative,6
18,0,3,SVC_rbf,Lyso PA 18:1,DAN,negative,6
19,0,2,SVC_rbf,Lyso PE 18:0,DAN,negative,6
20,3,2,SVC_rbf,Lyso PS 17:1,DAN,negative,6
21,0,3,SVC_rbf,Malonic acid,DAN,negative,6
22,2,0,SVC_rbf,N-Acetylaspartylglutamic acid,DAN,negative,6
23,2,2,SVC_rbf,Oxidized glutathione,DAN,negative,6
24,1,2,SVC_rbf,PE 18:0-20:4,DAN,negative,6
25,1,3,SVC_rbf,PI(5)P 18:1,DAN,negative,6
26,0,3,SVC_rbf,Palmitic acid,DAN,negative,6
27,1,0,SVC_rbf,Pantetheine,DAN,negative,6
28,1,0,SVC_rbf,Pantothenic acid,DAN,negative,6
29,1,2,SVC_rbf,Phenylalanine,DAN,negative,6
30,1,3,SVC_rbf,Phosphoenolpyruvic acid,DAN,negative,6
31,0,0,SVC_rbf,Propionylcarnitine,DAN,negative,6
32,1,2,SVC_rbf,Pyridoxine,DAN,negative,6
33,1,2,SVC_rbf,Quinolinic acid,DAN,negative,6
34,0,0,SVC_poly,Kynurenic acid,DAN,negative,6
35,0,3,SVC_poly,Lyso PA 18:1,DAN,negative,6
36,0,2,SVC_poly,Lyso PE 18:0,DAN,negative,6
37,3,2,SVC_poly,Lyso PS 17:1,DAN,negative,6
38,0,3,SVC_poly,Malonic acid,DAN,negative,6
39,2,3,SVC_poly,N-Acetylaspartylglutamic acid,DAN,negative,6
40,2,2,SVC_poly,Oxidized glutathione,DAN,negative,6
41,1,2,SVC_poly,PE 18:0-20:4,DAN,negative,6
42,1,3,SVC_poly,PI(5)P 18:1,DAN,negative,6
43,0,3,SVC_poly,Palmitic acid,DAN,negative,6
44,1,3,SVC_poly,Pantetheine,DAN,negative,6
45,1,3,SVC_poly,Pantothenic acid,DAN,negative,6
46,1,2,SVC_poly,Phenylalanine,DAN,negative,6
47,1,3,SVC_poly,Phosphoenolpyruvic acid,DAN,negative,6
48,0,0,SVC_poly,Propionylcarnitine,DAN,negative,6
49,1,2,SVC_poly,Pyridoxine,DAN,negative,6
50,1,2,SVC_poly,Quinolinic acid,DAN,negative,6
51,0,1,KNeighbors,Kynurenic acid,DAN,negative,6
52,0,3,KNeighbors,Lyso PA 18:1,DAN,negative,6
53,0,1,KNeighbors,Lyso PE 18:0,DAN,negative,6
54,3,2,KNeighbors,Lyso PS 17:1,DAN,negative,6
55,0,0,KNeighbors,Malonic acid,DAN,negative,6
56,2,0,KNeighbors,N-Acetylaspartylglutamic acid,DAN,negative,6
57,2,2,KNeighbors,Oxidized glutathione,DAN,negative,6
58,1,1,KNeighbors,PE 18:0-20:4,DAN,negative,6
59,1,2,KNeighbors,PI(5)P 18:1,DAN,negative,6
60,0,0,KNeighbors,Palmitic acid,DAN,negative,6
61,1,0,KNeighbors,Pantetheine,DAN,negative,6
62,1,1,KNeighbors,Pantothenic acid,DAN,negative,6
63,1,2,KNeighbors,Phenylalanine,DAN,negative,6
64,1,0,KNeighbors,Phosphoenolpyruvic acid,DAN,negative,6
65,0,0,KNeighbors,Propionylcarnitine,DAN,negative,6
66,1,1,KNeighbors,Pyridoxine,DAN,negative,6
67,1,1,KNeighbors,Quinolinic acid,DAN,negative,6
68,0,2,DecisionTree,Kynurenic acid,DAN,negative,6
69,0,3,DecisionTree,Lyso PA 18:1,DAN,negative,6
70,0,1,DecisionTree,Lyso PE 18:0,DAN,negative,6
71,3,2,DecisionTree,Lyso PS 17:1,DAN,negative,6
72,0,3,DecisionTree,Malonic acid,DAN,negative,6
73,2,0,DecisionTree,N-Acetylaspartylglutamic acid,DAN,negative,6
74,2,2,DecisionTree,Oxidized glutathione,DAN,negative,6
75,1,1,DecisionTree,PE 18:0-20:4,DAN,negative,6
76,1,1,DecisionTree,PI(5)P 18:1,DAN,negative,6
77,0,3,DecisionTree,Palmitic acid,DAN,negative,6
78,1,0,DecisionTree,Pantetheine,DAN,negative,6
79,1,0,DecisionTree,Pantothenic acid,DAN,negative,6
80,1,2,DecisionTree,Phenylalanine,DAN,negative,6
81,1,3,DecisionTree,Phosphoenolpyruvic acid,DAN,negative,6
82,0,0,DecisionTree,Propionylcarnitine,DAN,negative,6
83,1,2,DecisionTree,Pyridoxine,DAN,negative,6
84,1,2,DecisionTree,Quinolinic acid,DAN,negative,6
85,0,2,RandomForest,Kynurenic acid,DAN,negative,6
86,0,3,RandomForest,Lyso PA 18:1,DAN,negative,6
87,0,1,RandomForest,Lyso PE 18:0,DAN,negative,6
88,3,2,RandomForest,Lyso PS 17:1,DAN,negative,6
89,0,0,RandomForest,Malonic acid,DAN,negative,6
90,2,0,RandomForest,N-Acetylaspartylglutamic acid,DAN,negative,6
91,2,1,RandomForest,Oxidized glutathione,DAN,negative,6
92,1,1,RandomForest,PE 18:0-20:4,DAN,negative,6
93,1,1,RandomForest,PI(5)P 18:1,DAN,negative,6
94,0,0,RandomForest,Palmitic acid,DAN,negative,6
95,1,0,RandomForest,Pantetheine,DAN,negative,6
96,1,0,RandomForest,Pantothenic acid,DAN,negative,6
97,1,2,RandomForest,Phenylalanine,DAN,negative,6
98,1,0,RandomForest,Phosphoenolpyruvic acid,DAN,negative,6
99,0,0,RandomForest,Propionylcarnitine,DAN,negative,6
100,1,1,RandomForest,Pyridoxine,DAN,negative,6
101,1,1,RandomForest,Quinolinic acid,DAN,negative,6
102,0,1,MLP,Kynurenic acid,DAN,negative,6
103,0,3,MLP,Lyso PA 18:1,DAN,negative,6
104,0,2,MLP,Lyso PE 18:0,DAN,negative,6
105,3,2,MLP,Lyso PS 17:1,DAN,negative,6
106,0,3,MLP,Malonic acid,DAN,negative,6
107,2,3,MLP,N-Acetylaspartylglutamic acid,DAN,negative,6
108,2,2,MLP,Oxidized glutathione,DAN,negative,6
109,1,2,MLP,PE 18:0-20:4,DAN,negative,6
110,1,3,MLP,PI(5)P 18:1,DAN,negative,6
111,0,3,MLP,Palmitic acid,DAN,negative,6
112,1,3,MLP,Pantetheine,DAN,negative,6
113,1,3,MLP,Pantothenic acid,DAN,negative,6
114,1,2,MLP,Phenylalanine,DAN,negative,6
115,1,3,MLP,Phosphoenolpyruvic acid,DAN,negative,6
116,0,0,MLP,Propionylcarnitine,DAN,negative,6
117,1,2,MLP,Pyridoxine,DAN,negative,6
118,1,2,MLP,Quinolinic acid,DAN,negative,6
0,0,0,Logistic_reg,Lactic acid,DAN,negative,7
1,0,2,Logistic_reg,Niacinamide,DAN,negative,7
2,0,0,Logistic_reg,Nicotinamide riboside,DAN,negative,7
3,2,0,Logistic_reg,PA 16:0-18:1,DAN,negative,7
4,2,0,Logistic_reg,PG 16:0-18:1,DAN,negative,7
5,0,0,Logistic_reg,Prostaglandin E1,DAN,negative,7
6,1,3,Logistic_reg,Retinoic acid,DAN,negative,7
7,1,0,Logistic_reg,Riboflavin,DAN,negative,7
8,1,0,Logistic_reg,Ribulose,DAN,negative,7
9,1,0,Logistic_reg,Ribulose 5-phosphate,DAN,negative,7
10,0,2,Logistic_reg,S-Adenosylhomocysteine,DAN,negative,7
11,1,0,Logistic_reg,SM d18:1-16:0,DAN,negative,7
12,1,2,Logistic_reg,Serine,DAN,negative,7
13,1,2,Logistic_reg,Serotonin,DAN,negative,7
14,3,3,Logistic_reg,Sulfo GalCer 18:0(2S-OH),DAN,negative,7
15,1,2,Logistic_reg,Taurine,DAN,negative,7
16,0,2,Logistic_reg,Thiamine,DAN,negative,7
17,0,3,SVC_rbf,Lactic acid,DAN,negative,7
18,0,2,SVC_rbf,Niacinamide,DAN,negative,7
19,0,3,SVC_rbf,Nicotinamide riboside,DAN,negative,7
20,2,0,SVC_rbf,PA 16:0-18:1,DAN,negative,7
21,2,3,SVC_rbf,PG 16:0-18:1,DAN,negative,7
22,0,3,SVC_rbf,Prostaglandin E1,DAN,negative,7
23,1,3,SVC_rbf,Retinoic acid,DAN,negative,7
24,1,3,SVC_rbf,Riboflavin,DAN,negative,7
25,1,3,SVC_rbf,Ribulose,DAN,negative,7
26,1,3,SVC_rbf,Ribulose 5-phosphate,DAN,negative,7
27,0,2,SVC_rbf,S-Adenosylhomocysteine,DAN,negative,7
28,1,3,SVC_rbf,SM d18:1-16:0,DAN,negative,7
29,1,2,SVC_rbf,Serine,DAN,negative,7
30,1,2,SVC_rbf,Serotonin,DAN,negative,7
31,3,3,SVC_rbf,Sulfo GalCer 18:0(2S-OH),DAN,negative,7
32,1,2,SVC_rbf,Taurine,DAN,negative,7
33,0,2,SVC_rbf,Thiamine,DAN,negative,7
34,0,3,SVC_poly,Lactic acid,DAN,negative,7
35,0,2,SVC_poly,Niacinamide,DAN,negative,7
36,0,3,SVC_poly,Nicotinamide riboside,DAN,negative,7
37,2,0,SVC_poly,PA 16:0-18:1,DAN,negative,7
38,2,3,SVC_poly,PG 16:0-18:1,DAN,negative,7
39,0,3,SVC_poly,Prostaglandin E1,DAN,negative,7
40,1,3,SVC_poly,Retinoic acid,DAN,negative,7
41,1,3,SVC_poly,Riboflavin,DAN,negative,7
42,1,3,SVC_poly,Ribulose,DAN,negative,7
43,1,3,SVC_poly,Ribulose 5-phosphate,DAN,negative,7
44,0,2,SVC_poly,S-Adenosylhomocysteine,DAN,negative,7
45,1,3,SVC_poly,SM d18:1-16:0,DAN,negative,7
46,1,2,SVC_poly,Serine,DAN,negative,7
47,1,2,SVC_poly,Serotonin,DAN,negative,7
48,3,3,SVC_poly,Sulfo GalCer 18:0(2S-OH),DAN,negative,7
49,1,2,SVC_poly,Taurine,DAN,negative,7
50,0,2,SVC_poly,Thiamine,DAN,negative,7
51,0,1,KNeighbors,Lactic acid,DAN,negative,7
52,0,0,KNeighbors,Niacinamide,DAN,negative,7
53,0,0,KNeighbors,Nicotinamide riboside,DAN,negative,7
54,2,0,KNeighbors,PA 16:0-18:1,DAN,negative,7
55,2,1,KNeighbors,PG 16:0-18:1,DAN,negative,7
56,0,0,KNeighbors,Prostaglandin E1,DAN,negative,7
57,1,0,KNeighbors,Retinoic acid,DAN,negative,7
58,1,1,KNeighbors,Riboflavin,DAN,negative,7
59,1,0,KNeighbors,Ribulose,DAN,negative,7
60,1,0,KNeighbors,Ribulose 5-phosphate,DAN,negative,7
61,0,2,KNeighbors,S-Adenosylhomocysteine,DAN,negative,7
62,1,0,KNeighbors,SM d18:1-16:0,DAN,negative,7
63,1,1,KNeighbors,Serine,DAN,negative,7
64,1,1,KNeighbors,Serotonin,DAN,negative,7
65,3,0,KNeighbors,Sulfo GalCer 18:0(2S-OH),DAN,negative,7
66,1,2,KNeighbors,Taurine,DAN,negative,7
67,0,1,KNeighbors,Thiamine,DAN,negative,7
68,0,1,DecisionTree,Lactic acid,DAN,negative,7
69,0,2,DecisionTree,Niacinamide,DAN,negative,7
70,0,3,DecisionTree,Nicotinamide riboside,DAN,negative,7
71,2,0,DecisionTree,PA 16:0-18:1,DAN,negative,7
72,2,1,DecisionTree,PG 16:0-18:1,DAN,negative,7
73,0,3,DecisionTree,Prostaglandin E1,DAN,negative,7
74,1,2,DecisionTree,Retinoic acid,DAN,negative,7
75,1,1,DecisionTree,Riboflavin,DAN,negative,7
76,1,0,DecisionTree,Ribulose,DAN,negative,7
77,1,0,DecisionTree,Ribulose 5-phosphate,DAN,negative,7
78,0,2,DecisionTree,S-Adenosylhomocysteine,DAN,negative,7
79,1,3,DecisionTree,SM d18:1-16:0,DAN,negative,7
80,1,2,DecisionTree,Serine,DAN,negative,7
81,1,2,DecisionTree,Serotonin,DAN,negative,7
82,3,2,DecisionTree,Sulfo GalCer 18:0(2S-OH),DAN,negative,7
83,1,2,DecisionTree,Taurine,DAN,negative,7
84,0,2,DecisionTree,Thiamine,DAN,negative,7
85,0,1,RandomForest,Lactic acid,DAN,negative,7
86,0,0,RandomForest,Niacinamide,DAN,negative,7
87,0,0,RandomForest,Nicotinamide riboside,DAN,negative,7
88,2,0,RandomForest,PA 16:0-18:1,DAN,negative,7
89,2,0,RandomForest,PG 16:0-18:1,DAN,negative,7
90,0,0,RandomForest,Prostaglandin E1,DAN,negative,7
91,1,0,RandomForest,Retinoic acid,DAN,negative,7
92,1,0,RandomForest,Riboflavin,DAN,negative,7
93,1,0,RandomForest,Ribulose,DAN,negative,7
94,1,0,RandomForest,Ribulose 5-phosphate,DAN,negative,7
95,0,2,RandomForest,S-Adenosylhomocysteine,DAN,negative,7
96,1,1,RandomForest,SM d18:1-16:0,DAN,negative,7
97,1,1,RandomForest,Serine,DAN,negative,7
98,1,1,RandomForest,Serotonin,DAN,negative,7
99,3,1,RandomForest,Sulfo GalCer 18:0(2S-OH),DAN,negative,7
100,1,2,RandomForest,Taurine,DAN,negative,7
